,input,response,output,f1score
245,"江苏某汽车零部件企业B(制造业)有外部销售顾问20多名,此前经常为无法取得发票烦恼。与智多多平台合作,与个人企业进行合规服务交易,快速有效解决了发票合规问题。效果对比企业B的销售顾问佣金较高,交税多,之前一直通过各种手段规避。目前企业筹备上市,注重合规性。在销售顾问注册成为个人工作室后,双方交易合法合规,且票据正规。个人工作室还享受国家的个体户月营收15万以下免增值税的优惠政策,合理合法的节约了税费。","公司, 公司治理, 公司经营决策",API Error,0
246,    据交通运输部消息：春节假期7天，预计全国铁路、公路、水路、民航发送旅客1.30亿人次，比2021年同期增长31.7%，比2019年（疫情前）同期下降69.2%。    其中，预计铁路发送旅客3029.7万人次；公路发送旅客9127.0万人次；水路发送旅客304.6万人次；民航发送旅客500.9万人次。    受汽车保有量不断增长、常态化疫情防控、假期小型客车免费通行等因素影响，公众出行结构持续调整，私家车出行逐步上升，春节假期7天全国高速公路累计车流量预计23946万辆，比2021年同期（21965万辆）上升约9%，比2019年同期下降约13%。,"宏观, 社会, 交通运输",API Error,0
247,    上周A股走势较为震荡，31个申万一级行业中，农林牧渔、公用事业和电气设备居涨幅前三。建筑材料（-4.76%）、房地产（-4.36%）和煤炭（-3.63%）居跌幅前三。    受益短期猪肉供需失衡导致猪价上涨等因素，引发相关标的上涨。    受地产需求仍弱和龙头标的中报业绩恐不及预期影响，博弈资金快速流出。    （资料来源：，统计区间：2022/07/04-2022/07/08）（资料来源：，统计区间：2022/07/04-2022/07/08）纪要指出“若高通胀持续，可能采取更具限制性的政策”，继续将重心放在对抗通胀上。对于市场普遍对美国经济抱有的衰退预期，美联储官员对美国经济的长期发展前景表示乐观但大幅下调2022年美国GDP增速预期从2.8%至1.7%。    CPI环比持平，同比+2.5%，在猪肉短期供需失衡，猪价上行的背景下，菜价却大幅回落，肉价菜价对冲导致CPI食品项总体保持稳定。6月PPI环比持平，同比+6.1%（前值+6.4%），PPI延续增速放缓趋势。主要是因为美国经济衰退预期不断增强，7月4日起，央行每日开展30亿元逆回购操作，期限为7天，中标利率为2.1%。上周共有4000亿元逆回购到期，累计净回笼资金3850亿元，规模为自4月初以来最大。央行从此前较为常规的100亿元逆回购投放缩量至30亿元，体现了央行对于目前货币比较宽松背景下一些资金空转，没有真正惠及实体经济的担忧。此类操作有利于引导货币市场短期利率逐渐向政策利率回归，促使资金面宽松收敛至中性水平。    在疫情出现拐点，解封进行时的背景下，市场复工复产有序推进。各类经济数据也不断显示经济基本面有边际转好趋势。    颇有此消彼长之势。但也需要注意目前经济基本面只是边际转好，尚未完全恢复。    目前稳增长依然是今年经济工作的主线，政府稳增长决心仍然坚定，后续更多稳增长相关措施落地可以期待。我们预计后市市场将继续维持震荡，暂时仍以结构性机会为主，继续对于市场维持“不过分乐观、不过分悲观”的态度，关注成长、侧重性价比。同时，关注以下方向：如电子、电气设备及高端装备制造等相关子行业及公司，及政策支持下的部分公司。    如估值合理的新能源汽车、风电、光伏、储能、电网等行业及其相关产业链的长期高景气度标的。    （3）在政府专项债发行提速且基建带头稳增长预期上行的背景下，（5）国际地缘冲突叠加通胀上升背景下，（6）在中央推动央国企高质量发展背景下，风险提示：本材料的信息均来源于已公开的资料，对信息的准确性、完整性或可靠性不作任何保证。,"宏观, 经济形势, 国家经济形势",API Error,0
248,    信安世纪2022中报显示，公司主营收入1.71亿元，同比上升10.99%；归母净利润2529.65万元，同比下降13.73%；扣非净利润2030.26万元，同比下降13.66%；其中2022年第二季度，公司单季度主营收入1.07亿元，同比上升1.47%；单季度归母净利润2686.16万元，同比下降9.2%；单季度扣非净利润2336.57万元，同比下降16.97%；负债率14.62%，投资收益41.04万元，财务费用4.15万元，毛利率74.18%。    本期共有8个新进十大流通股东，财通创新投资有限公司 持股483.5213万股，占流通股比例7.9%，杭州维思捷鼎股权投资合伙企业(有限合伙) 持股397.5839万股，占流通股比例6.5%，西部证券-宁波银行-西部证券信安世纪员工参与科创板战略配售集合资产管理计划 持股292.5802万股，占流通股比例4.78%，南宁厚润德基金管理有限公司-南宁厚润德恒安基金管理中心(有限合伙) 持股260.4548万股，占流通股比例4.26%，张家港锦泰金泓投资管理有限公司-张家港金锦联城投资合伙企业(有限合伙) 持股238.5504万股，占流通股比例3.9%，上海尚颀投资管理合伙企业(有限合伙)-珠海尚颀华金汽车产业股权投资基金(有限合伙) 持股238.5504万股，占流通股比例3.9%，方正证券投资有限公司 持股207.1156万股，占流通股比例3.39%，上海君安湘合信息技术服务中心(普通合伙) 持股153.8165万股，占流通股比例2.51%；共有2股东持股数增加，中国建设银行股份有限公司-华夏兴和混合型证券投资基金增加232.1848万股，该股东持股占流通股比例5.17%，东方证券股份有限公司-中庚价值先锋股票型证券投资基金增加174.748万股，该股东持股占流通股比例4.63%；财报数据概要请见下图,"公司, 财务, 业绩披露, 季度报告",API Error,0
249,5月12日电，有投资者问，请问董事柯丹及其父亲违法证券法 您作为董事为何不提议罢免柯丹？    富祥药业在互动平台表示，2022年4月22日，柯兴高先生买入公司股票，构成短线交易。经了解，柯丹女士事先并不知悉本次交易的相关情况，也未告知柯兴高先生有关公司经营的相关情况或其他未披露信息。柯兴高先生本次买入是基于二级市场情况作出的独立判断，不存在利用短线交易谋求利益的情形，不存在主观违规的情形。在向柯兴高先生了解情况时，其本人深感事情的严重性，并且非常懊悔，对因本次短线交易带来的不良影响，请求公司代其向广大投资者致以诚挚的歉意。为杜绝此类事项的再次发生，柯丹女士联系了中国银河(601881)证券(柯兴高先生证券账户开户单位)相关经纪人，经协商，已办理取消柯兴高先生证券账户创业板股票“买卖”权限事宜。 后续，将要求全体董事、监事、高级管理人员进一步加强对相关法律、法规及规范性文件的学习，严格遵守相关规定、审慎操作。将持续督促相关人员严格规范买卖公司股票的行为，杜绝此类事件再次发生。,"公司, 对外关系, 公关, 媒体报道澄清, 经营异常, 违规处罚",API Error,0
250,随着疫情影响逐渐消退，当前工业生产需求逐步恢复，主要指标边际改善，工业经济呈现恢复势头。国家信息中心预测部产业室主任魏琪嘉在接受记者专访时表示，尽管疫情造成的冲击效应并未完全结束，但工业恢复态势将进一步持续。    魏琪嘉指出，随着稳工业运行各项举措的扎实推进，叠加工业发展基本面良好、产业链供应链优势韧性强，以及工业品价格预期稳定等诸多有利因素，有利于工业经济平稳运行的因素正在不断积累，为全年稳定宏观经济大盘打下了坚实的基础。    近期数据显示工业企业利润正逐渐改善他表示，近期多项经济数据显示，国内工业企业利润正逐渐改善，企业景气水平逐步提升，同时我国工业品价格总体保持稳定，为拓宽政策空间、改善企业盈利、提振市场信心发挥了重要作用。    数据显示，5月全国规模以上工业企业利润同比降幅较上月收窄2个百分点。6月大、中型企业PMI位于扩张区间，大型企业PMI连续两个月高于临界点，延续恢复性扩张势头。同时，6月PPI同比涨幅比上月回落0.3个百分点，今年已连续6个月回落。    不过当前工业稳定运行仍面临一定困难，外部环境的不确定性等综合因素叠加共振，对工业稳增长造成不小的压力。从中长期看，国内仍需及时采取有效政策进行对冲，确保工业经济平稳运行。    后续应继续以政策之力对冲下行压力魏琪嘉认为，后续应继续以政策之力对冲下行压力，包括高效统筹疫情防控和经济社会发展，聚焦全要素多角度，切实提升产业竞争力，强化工业运行监测，推动政策落地落实落细等。    从主要着力点来看，要确保产业链供应链畅通稳定，加大助企纾困政策力度，通过政策推动，引导各类资源向最需要、最急迫的领域汇聚，并为后续发展打下基础、留足空间。    此外，还要加大制造业融资支持力度，特别是增加制造业中长期贷款投放，引导金融机构加大对实体经济特别是小微企业、科技创新、绿色发展的支持，进一步提升融资支持的精准性和有效性。    另外，要着力破解企业用工难题，通过不断强化标准的带动和倒逼作用提升产业核心竞争力。加强跟踪监测，强化预研预判，做好政策储备，并在推动政策落地落实落细中挖掘经济增长潜力。    工业韧性、耐力强，成为稳经济的“压舱石”魏琪嘉指出，当前工业呈现出很强的韧性和耐力，重点产业链供应链企业“白名单”制度，确保了重点产业链、供应链的稳定畅通。工业结构调整和转型升级仍在有条不紊进行，成为稳定经济运行、提振市场预期的“压舱石”。    此外，今年以来，传统产业改造升级步伐加快，通过盘活存量资金支持技改投资，为提升制造业技术水平持续注入动力，代表转型升级方向的高技术制造业等也恢复较快。    从数据上看，6月高技术制造业和装备制造业PMI分别高于5月2.3和3.3个百分点。结构优化升级态势在上半年一直持续，上半年高技术制造业增加值、高技术制造业投资同比均保持较快增长，新能源汽车、太阳能电池等新产品的产量继续保持高速增长。,"金融市场, 衍生品市场, 期货市场",API Error,0
251,            12月10日，山西焦煤召开电力企业碳排放管理及履约清缴工作推进会，传达上级要求，对下一步工作进行部署。山西焦煤集团公司副总经理杨清民出席会议并提出要求。        会议要求，要提高政治站位，强化组织领导，绷紧责任链条，以敬业、专业精神，认真落实上级关于做好“碳达峰、碳中和”的工作部署，用好政策，合法合规落实履约责任；要加大碳排放管理力度，健全管理机构，完善管理机制，加强碳排放管理队伍建设，重视碳排放数据管理，将碳排放权作为企业的有形资产严格管理，确保各项工作稳步推进；要开展能效对标，认真分析存在问题的原因，采用先进技术实施节能改造，提高生产精益化管理水平，实现节能降耗，促进减污降碳；要开展相关政策和技术研究，积极开发CCER项目，做好技术储备，有效提高能源利用效率和清洁能源比率，争当能效“领跑者”。   ,"宏观, 经济金融政策, 国家政策, 政府官员, 社会, 环保节能",API Error,0
252,    6月9日盘中消息，13点1分*ST实达(600734)封涨停板。目前价格5.39，上涨5.07%。其所属行业通信设备目前下跌。领涨股为*ST实达。该股为创投，物联网，华为产业链概念热股。    资金流向数据方面，6月8日主力资金净流入1780.33万元，游资资金净流出498.61万元，散户资金净流出1281.72万元。    近5日资金流向一览见下表：*ST实达主要指标及行业内排名如下：*ST实达(600734)个股概况：根据公开信息整理，如有问题请联系我们。,"金融市场, 股票市场, A股",API Error,0
253,港资8月16日，净买入0.15万股，约39.44万元，增持比例：0%，成交占比：0.054%，持股比例：3.605%，连续2个交易日增持，近5个交易日比例变化：-0.376%，近22个交易日比例变化：-7.354%，近66个交易日比例变化：28.594%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
254,    投资要点    Q3单季度归母净利润同比+57%，业绩持续高增长：2020年前三季度，公司共实现营业收入734.24亿元，同比+24.3%；归母净利润124.50亿元，同比+34.7%；扣非归母净利润113.05亿元，同比+22.2%。其中Q3单季度，实现营业收入238.83亿元，同比+56.1%；归母净利润38.54亿元，同比+56.9%；扣非归母净利润33.59亿元，同比+37.6%。    费用管控能力突出，盈利能力持续提升：公司经营质量不断提高，盈利水平持续提升。2020Q1-Q3，受疫情影响，运费成本上升、原材料供应短缺及部分核心部件供应紧张涨价，公司毛利率降至30.3%(同比-2.2pp)。由于费用管控能力突出，公司净利率仍同比增加1.4pp，提高至17.5%。具体而言，前三季度销售费用率5.1%，同比-1.8pp；管理费用率2.0%，同比-0.4pp；财务费用率0.3%，同比+0.6pp；研发费用率4.0%，同比+0.6pp。    挖机业务强者恒强，起重及混凝土板块有望蓄力增长：挖掘机是公司的王牌业务，业绩贡献近40%，产品实力强，市场份额行业第一且持续提升中，随着公司在高技术、高难度的中大挖业务的持续发力，挖机业务有望强者恒强。根据开工顺序，混凝土机械及起重机械的需求体现滞后挖机一定时期。考虑到地方债提前对基建的促进、环保、更新换代等因素综合影响，预计挖机需求较好，起重机、混凝土机械行业景气有望持续。公司在混凝土和起重机业务上也处领先地位，受益行业景气，有望接力挖机，蓄力公司业绩增长。    国际化战略持续推进，海外业务快速增长：今年来，挖机出口销售在经历4-6月份的低谷之后，7-9月份增速开始稳步回升(4月、5月、6月增速分别为+0.9%，+3.3%、+7.6%，7月、8月、9月的增速分别为+32.5%，+25.7%，31.3%)。公司抓住“一带一路”机遇，坚定推进国际化战略，海外市场地位提升明显，主导产品挖掘机海外销售高速增长，市场份份额大幅提升。随着公司在海外的反应能力和服务能力不断提升，经销商体系进一步完善，未来增长可期。    盈利预测与评级：预计2020-2022年归母净利润141/157/170亿元，对应EPS分别为1.66/1.85/2.01元，对应估值16倍、14倍、13倍。维持“买入”评级。    风险提示：下游基建增速低于预期风险、产品销量或不达预期、海外业务经营风险、汇率风险。,"公司, 财务, 业绩披露, 季度报告",API Error,0
255,    密集的利空“轰炸”下，油价在11月底至12月初走出今年力度最大的一次回调行情。上周，在新冠病毒变异毒株奥密克戎担忧缓解背景下，油价开启了修复行情，从低点反弹幅度超过了10美元/桶，布伦特原油重新回到了75美元/桶附近。上周油价反弹幅度一度超过10%，创下三个月以来最大周度涨幅，不过从周四开始油价出现反弹高点，至此，油价的反弹动作基本完毕，接下来市场需要重新选择方向。当前信息显示，奥密克戎毒株的症状相对较轻，但是全球疫情局势还是比较严峻，目前全球新增确诊数量仍在不断走高，欧洲多国以及美国等疫情仍在持续恶化。英国卫生部门警告，奥密克戎可能在几周内取代德尔塔成为该国最主要的流行毒株，感染该病毒人群到本月底有望突破100万人。而英国首相约翰逊从12月13日恢复实施居家远程办公的防疫指导原则。这可能使得英国的经济前景更加萎靡不振。疫情局势的发展还是让市场担忧情绪回升，油价仍然承受压力。    周五晚间公布的数据显示，美国11月CPI同比增长6.8%，与预期一致，是1982年以来最快的增长速度，并加大了美联储加息的风险。不过，美国总统拜登表示，通胀目前为止下降的速度不够快，但未来会，价格上涨是因为供应链问题，未来几个月石油价格将下降。尽管油价有所反弹，但布伦特和WTI市场油品投机净多头仍然继续下降，显然投资者对于油价后市展望还是相当谨慎。    油价反弹明显，市场情绪也明显回稳，但投资者还是有所犹豫。在OPEC+会议决定继续增产和美国联合多国的战略原油出售动作逐步落地之后，后市原油市场供应压力仍将考验市场承接信心。从目前市场信息来看，亚洲原油实物交割市场前景走弱，原油市场月差结构也处于弱势，从目前原油市场供需发展趋势及季节性考虑，未来一段时间油价表现仍不容乐观。    市场对供应增加的承接反应成为接下来关注点OPEC+决定继续在明年1月份维持40万桶/日增产计划，原油市场迎来累库将成为确定性趋势，美国首批释放3200万桶战略石油储备的招标工作已经截止。美国能源部上个月首次宣布释放总共5000万桶战略石油储备时表示，第一批次释放的投标将于美国中部时间周一上午10点截止。虽然要到12月14日才会宣布中标结果，但据知情人士称，至少有两家国际炼油商表达了兴趣。预计参与竞标的多为美国炼油商和国际石油公司。据美国能源部最新消息称，已批准向埃克森美孚发放第一批480万桶石油。根据公告，将从Bryan Mound、West Hackberry和Bayou Choctaw的储油地点交付。    EIA最新一期周度报告数据显示，截至12月3日当周，美国原油库存减少24.1万桶，预期减少152.1万桶，前值减少90.9万桶；俄克拉荷马州库欣原油库存录得增加237.3万桶，为2月19日当周以来最大库存增幅；汽油库存增加388.2万桶，预期增加200万桶，前值增加402.9万桶；精炼油库存增加273.3万桶，预期增加100万桶，前值增加216万桶；出口减少43.4万桶/日，至227万桶/日；进口649.9万桶/日，较前一周减少10.5万桶/日。    前周美国国内原油日产量增加10万桶，至1170万桶/日。美国原油产品四周平均供应量为2086万桶/日，较去年同期增加10.2%。据贝克休斯油服公司数据显示，截至12月10日当周，全美钻井总数增加7口，至576口，美国石油和天然气钻井平台七周内有六周增加。EIA短期能源展望报告上修了美国国内原油产量，预计2021年美国原油产量为1118万桶/日，此前预计为1113万桶/日，同时上调了美国原油需求增速，预计2021年美国原油需求增速为158万桶/日，此前为149万桶/日。    奥密克戎变异毒株影响将进一步反映到油价奥密克戎变异毒株出现的那一刻震惊了市场，大量的突发变异远超市场预期，这让市场恐慌情绪爆发，也推动油价走出来极为少见的单日10美元/桶的暴跌行情，好在随后越来越多的信息显示奥密克戎变异毒株虽然传播力惊人，但是重症率致死率并不严重，市场担忧情绪明显有所缓和，所以过去一周包括股市、原油等都出现了反弹。不过，有专家提醒，最初报告的一些奥密克戎病例多是已经接种过疫苗的人，因此表现为轻度症状并不意味着奥密克戎变异毒株破坏力弱。美国国家过敏症和传染病研究所所长福奇表示，下周多个实验室将针对奥密克戎变异毒株提供更多数据。    从疫情局势来看，后面大概率会有奥密克戎变异毒株超强传播能力导致局面进一步恶化的可能。英国卫生安全局称英国的两项实验表明，奥密克戎变异株在实验中降低中和抗体的能力是原始病毒的20倍至40倍，也是德尔塔毒株的10倍至20倍。当地时间12月10日，英国卫生安全局公布的最新数据显示，过去24小时，英国新增奥密克戎毒株感染病例448例，累计感染病例达1265例。英国卫生官员称，本月中旬，奥密克戎变异株新增病例将占总新增病例的一半，并预计12月底英国的奥密克戎变异株感染病例将达一百万例。由于奥密克戎变异毒株逃逸能力较强，越来越多数据显示，在应对奥密克戎变异株导致的轻微症状中，阿斯利康和辉瑞疫苗的有效性均有降低，不过加强针是有效的，因此多国也在推动加快第三针接种计划。    美国总统拜登表示，尽管美国11月出现了近40年来最快的通胀，但价格涨势正在放缓，尤其是汽油和汽车。在美国劳工部的报告显示11月CPI同比上涨6.8％之后，拜登在一份声明中表示：“数据反映了在我们走出全球新冠疫情之际，整个世界的经济体所面临的压力——价格正在上涨。但上个月收集这些数据之后几周的发展情况表明，价格和成本上涨正在放缓，尽管没有我们希望的那么快。这份报告中物价涨幅的一半来自11月的汽车和能源成本，自那以来，上述两个领域的价格都已经开始下滑。”12月以来，油价波动率明显大幅提升，市场情绪处在不稳定阶段，我们看到随着供需缺口收窄过程，投资者的惯性思维和新局势的碰撞导致了这种现象，接下来供应压力和美联储继续鹰派措施或许会逐渐让市场思路更加统一，而我们也需要防范奥密克戎变异毒株传播规模增大之后市场的担忧情绪会不会再次回归。总体来看，未来一段时间油价的表现不容乐观，大概率会延续季节性走弱行情。    ,"行业, 行业竞争, 产品市场, 产品价格, 产品供需",API Error,0
256,    12月30日电，上海市人社局发布企业技能人才市场工资价位。2021年，技能人才平均工资为14.83万元，较上年增加1.28万元，同比增长9.4%，增幅为近三年最高，比本市全口径城镇单位就业人员平均工资(13.68万元)多1.15万元。其中，高技能人才平均工资为19.32万元，较上年增加2.25万元，同比增长13.2%，增幅为近三年最高，比全市平均工资多5.64万元。高级技师平均工资为21.52万元，为近三年最高，较上年增加1万元，同比增长4.9%，比全市平均工资多7.84万元。,"宏观, 经济形势, 经济统计数据",API Error,0
257,    核心观点：    1．事件    公司公告拟以不低于挂牌价55.9亿收购南京G8.5公司80.83%股权，并以不低于评估价65.26亿元收购成都G8.6公司51%股权。    2．我们的分析与判断    (一)收购成功将进一步扩大市场份额    根据公告，南京G8.5公司总投资为291.5亿元，设计产能为60K/月，主要产品包括手机、笔记本电脑、显示器、电视显示屏等，2019/2020H1营收分别为44/25亿元，净利润分别亏损95/10亿元。按G8.5公司2020H1净资产59亿元测算，最低挂牌价收购对应的PB为1.17倍。成都8.6公司总投资为280亿元，设计产能为120K/月，主要产品包括23.8-70寸TV显示屏等，2019/2020H1营收分别为36/33亿元，净利润分别亏损10/13亿元。按照G8.6公司2020H1净资产117.69亿元测算，评估价收购对应的PB为1.09倍。我们认为，目前两条产线仍处于亏损状态，预计收购后将对京东方短期负债及现金流产生一定的影响；长期看，BOE有望通过成熟的运营管理能力协助两条产线扭亏为盈；同时，收购将提升BOE的市场份额，预计MNT面板、TV面板的市场份额有望分别提升至33%、25%。    (二)产业整合，收购的战略意义重大    我们认为，本次收购的战略意义重大：从产品上来讲，中电南京线的收购将加强公司在中小尺寸的战略地位，中小尺寸产能得到有效扩张；中电成都线的收购则将增加50/58/70寸TV，强化公司司TV全尺寸布局。从技术上来讲，中电两条产线均采用氧化物背板技术，收购将加强公司大尺寸OLED的技术储备。从客户角度来讲，当前公司客户较大比例以品牌客户为主，中电当前的客户结构正好与公司形成有效互补，收购有利于公司客户结构的进一步拓宽。    3．投资建议    考虑到收购尚未完成，我们暂维持2020-2022年盈利预测，预计净利润分别为34.65/63.81/85.06亿元，对应EPS分别为0.10/0.18/0.24元，当前股价对应2020年PB为1.88倍。预计收购将增厚公司的营收和净资产，强化公司的战略布局，提升公司的市场份额，公司中长期成长空间仍然广阔，维持“推荐”评级。    4．风险提示    海外产能退出进度不及预期，收购进度不及预期的风险。,"公司, 公司经营活动, 公司生产, 公司产能, 新工厂/新项目, 投融资, 投资并购",API Error,0
258,从业者要对得起客户，也要对得起自己。私募是合法的吗？合法合规。 可这几天《中国基金报》披露了这样的一件事: 投资人李明（化名）在3年前打算整点金融产品来理理财，有个在富国天启资本工作的老同学推荐了一只私募产品。 老同学表示：考察过了，方方面面都很好，风险比较小，项目公司三年之后就能上市，如果不能上市，本金和利息退还，按一年12%的利息。 于是，2017年4月李明就花了100万，买了这只私募。项目暴雷该产品是3年期，投资标的是曾经想“借壳上市”的焦作保和堂制药公司。 封闭快2年，同学离职了。回头还悄悄告诉李明，项目有可能出风险了，拿回来比较困难。 3年到期果然无法兑付。 对于投资者来说，对私募最大的顾虑可能就是在这个“私”。 其实早在3年前申购基金后，资金的去向就没有任何下文了，没有任何的信息披露。 官方层面没有任何通知、提醒投资人。 就连项目可能出问题，还是那离职的同学悄悄透露的。 然而…… 《私募投资基金信息披露管理办法》要求：私募基金每季度至少一次向投资者做信息披露，单只规模在5000万元以上的私募证券投资基金至少每月向投资者披露一次。非公开披露的内容包括：基金和基金管理人基本信息、基金的投资信息、基金的募集期限、基金的申购与赎回安排等等。这样看来，曾荣获“中国十佳最具潜力投资机构”的富国天启资本可真不“厚道”啊。值得注意的是： 2020年8月，中国证券投资基金业协会发布公告称，根据《关于私募基金管理人在异常经营情形下提交专项法律意见书的公告》相关规定；现有北京富国天启资本管理有限公司等5家私募基金管理人不能持续符合管理人登记要求，协会将注销其私募基金管理人登记，并将上述情形录入资本市场诚信档案数据库。说心里话今年10月，多次为投资人讲解原因后，富国天启实控人郭满称： “我们也是经验不足，没想到里面有那么多坑。” 可见，无论投资人的教育也好，从业者的培训也罢，学好吃透才能保护自己对他人负责。 就像保险，商业保险有用吗？ 非常有用。 为什么百姓听到保险总会摇摇头？很大程度上是早期的代理人员不专业，不守法，对自己和客户都不负责。良好的行业口碑是每个从业者共同打造的。 国家在监管上频频加力，并非是阻碍我们赚大钱，而是对市场上每一位参与者都负责到位。 市场也时时刻刻在筛选，是金子总会发光，优秀的私募产品总能实现多赢。 私募排排网十来年在默默地做数据，走访每一家私募，为合格投资人选出合适且优秀的产品。官网上每道风险提示，更是对投资者的保护与负责。 最后，私募前景可期，任重道远。,"行业, 行业政策, 行业监管",API Error,0
259,    8月6日讯，城建发展披露半年度报告，公司2021年上半年实现营业收入107.63亿元，同比增长213.05%；净利润6.19亿元，同比增长145.65%；基本每股收益0.24元。,"公司, 财务, 业绩披露, 年度报告, 半年度报告, 财务绩效",API Error,0
260,10月22日讯，有投资者问，长沙车联网建设贵公司有没有参与？如有参与，能否介绍下参与的程度！？    中国长城在互动平台表示，子公司中原电子涉及新能源汽车领域，在汽车领域主要有汽车智能网关设备、智能座舱、三电控制BMS/VCU/MCU等。,"公司, 公司经营活动, 公司合作, 企业合作",API Error,0
261,10月21日电，有投资者问，混改保证金是多少？    云内动力在互动平台表示，云内集团混改项目全威铜业缴纳保证金3.48亿元。,"公司, 公司经营活动, 公司合作, 企业合作, 投融资, 投资并购",API Error,0
262,港资3月31日，净卖出13.66万股，约70.94万元，减持比例：0.01%，成交占比：0.181%，持股比例：2.112%，1个交易日减持，近5个交易日比例变化：-5.551%，近22个交易日比例变化：-13.494%，近66个交易日比例变化：24.812%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
263,    百健(BIIB.US)及其合作伙伴卫材表示，欧洲药品管理局(EMA)对阿尔茨海默病药物Aduhelm的上市许可申请提出了否定意见。    百健表示，将寻求对EMA人类药物委员会(CHMP)做出的决定进行重新审查。    据悉，曾在11月，EMA专家组已投票反对批准Aduhelm，EMA此次决定遵循了专家组的建议。    消息公布后，截至发稿，该股盘前跌1.38%，报232.27美元。,"公司, 公司经营活动, 产品业务, 业务申请批复",API Error,0
264,港资11月25日，净卖出0.02万股，约0.21万元，成交占比：0.001%，持股比例：0.025%，1个交易日减持，近5个交易日持股比例无变化，近22个交易日比例变化：-3.529%，近66个交易日比例变化：-3.906%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
265,    11月16日，记者从陕西省自然资源厅获悉：陕西省自然资源厅、省农业农村厅近日联合印发了《陕西省农村村民住宅建设合理用地保障实施细则》（以下简称《细则》），进一步规范全省农村村民住宅建设用地审批管理，切实保障农村村民住宅建设合理用地。    《细则》包括计划指标管理、农用地转用审批管理、规划管控引领、耕地占补平衡、宅基地用地审批管理等方面。《细则》明确，农村村民住宅建设用地所涉及的新增建设用地年度计划指标实行单列管理，原则上不低于全省新增建设用地年度计划指标的5%。省自然资源厅统筹安排自然资源部单列下达陕西省的农村村民住宅建设用地年度计划指标，专项保障农村村民住宅建设用地，实报实销、优先保障。    《细则》明确，农村村民住宅建设占用农用地（含未利用地）的，应依法办理农用地转用审批手续。转用审批应符合村庄规划或国土空间用途管制规则，并落实新增建设用地年度计划指标。涉及耕地占补平衡任务的，由县级人民政府统筹解决，一律不得在宅基地审批中向村民收取耕地开垦费或占补平衡指标费。    《细则》明确，各地在编制县、乡级国土空间规划和实用性村庄规划时，要为农村村民住宅建设用地预留空间。村庄规划要合理确定宅基地规模、划定宅基地建设范围，明确管控要求。村民在村庄规划区内选址建设住宅的，应依规核发乡村建设规划许可证；尚未编制村庄规划的，可按照用途管制规则和建设管控要求，核发乡村建设规划证，注明建设管控要求和约束条件。    《细则》强调，各地要引导村民依规划选址建设，在规划区外，原则上不得新增宅基地用地。村民新建、改建、扩建住宅，应合理利用和节约集约用地，不占或少占耕地，禁止占用永久基本农田。    《细则》强调，各地要认真落实《自然资源部农业农村部关于农村乱占耕地建房“八不准”的通知》要求，依法严肃处理新增违法违规乱占耕地建房行为。各级自然资源、农业农村主管部门要按照职责分工，加强监督管理，坚决守住耕地保护红线。    ,"宏观, 经济金融政策, 国家政策, 政府发布, 地方政策",API Error,0
266,6月30日讯，有投资者问，近日网上报道说中航沈飞这样的整机厂家，都在大副的采购零部件。公司做为5大军工兵器企业的核心供应商，目前定单情况是否也在大副提高。公司目前定单是否饱和，是否处于满产满销。公司8号院目前是否以投产？    全信股份在互动平台表示，公司采取“以销定产”模式，目前产能利用率基本饱和，正在积极扩充产能中。,"公司, 公司经营活动, 公司生产, 公司产能",API Error,0
267,港资5月20日，净买入142.19万股，约896.93万元，增持比例：0.02%，成交占比：3.394%，持股比例：15.775%，1个交易日增持，近5个交易日比例变化：-0.184%，近22个交易日比例变化：0.282%，近66个交易日比例变化：0.235%。 近一月港资持股变动如下： ,"金融市场, 股票市场, A股",API Error,0
268,今年年初我国多地持续爆发疫情，各地区又有不同的高温或洪涝灾害，整体经济放缓，再加上国际纷争，造成世界能源危机，我国的物价也因此收到了不少的影响。油价经历“两连跌”，粮价和肉价出现波动，化肥价格也出乎人们意料。这到底是怎么一回事呢？这几类商品价格变化的背后又有什么深层次的原因呢？一、国内油价再次下降国内油价第二降，92汽油、95柴油每升分别下调0.26～0.28元。从6月28日24时国内成品油将开启第十二轮调价窗口，在本轮油价调整后，全国部分地区95号汽油有望暂别“10元时代”。新华社石油价格系统预计7月12日24时，国内汽油、柴油价格将迎来下调，这将是年内成品油价格首个“两连降”，预计下调幅度为每吨330元左右。按50L油箱计算，加满一箱油可以节省12～13元，对中国几亿车主朋友来说，这无疑是个利好消息。,"行业, 行业竞争, 产品市场, 产品价格",API Error,0
