,input,response,output,f1score
324,"                                           电池制造商中创新航关联公司被指在公司茅厕内装摄像头，激发热议。9月14日，中创新航方面临此回应 称，经周全排查企业厂房公共洗手间地区，未发现安装视频监控装备。                            
                            
 留意到，中创新航克日经过港交所上市聆讯，有望成为港股首家动力电池上市公司。此外，其与宁德时代的多起专利诉讼仍在本质审理阶段，尚无生效判决。                            
                            
IPO正式获批                            
                            
公然材料显现，涉事企业中航锂电（厦门）科技有限公司已于今年5月更名为中创新航新能源（厦门）有限公司，其建立于2019年，注书籍钱为50亿元，法定代表酬报刘静瑜。该公司运营范围包括电池制造、销售；新能源汽车电附件销售；新材料技术研发等，由中创新航科技股份有限公司全资持股（下称“中创新航”）。 留意到，涉事公司克日新增一则开庭通告，案由为劳动争议，相关案件将于9月16日在厦门市翔安区群众法院开庭。                            
                            
谈吐风浪中的中创新航是国内头部电池制造商，总部位于江苏常州，处置锂离子动力电池、电池打点系统、储能电池及相关集成产物和锂电池材料的研制、消耗、销售和市场利用开辟。其前身是中国航空产业团体公司及所属单元配合投资组建的中航锂电，客岁11月，更名为中创新航，并完成股份制革新。                            
                            
2021年以来，中创新航加速扩产法式，已前后在常州、成都、厦门、武汉等地投建电池消耗项目。中国汽车动力电池财富创新同盟数据显现，2021年中创新航动力电池装机量为9.05GWh，仅次于宁德时代及比亚迪。今年上半年，中创新航公布了新一轮扩产计划，拟在广东广州、广东江门、四川眉山、湖北武汉建立动力电池及储能消耗基地，计划产能合计超130GWh。                            
                            
今年3月，中创新航向港交所递交了上市申请材料，准备在港上市。有媒体报道称，中创新航正追求召募资金15亿至20亿美圆。招股书流露，这笔资金将首要用于新建和扩建多个动力电池和储能系统的财富基地项目、先辈技术研发、营运资金及一般公司用处。                            
                            
招股书还表露，中创新航2020年吃亏1.8亿元，2021年营收则逆势上涨至68亿元，净利润达1.1亿元。今年一季度，中创新航营收达38.97亿元，净利润为0.58亿元。据悉，与中创新航合作的车企有零跑、小鹏、五菱宏光、吉祥、广汽及长安等。                            
                            
记者留意到，据港交所表露，9月8日，中创新航IPO正式获批，9日经过港交所上市聆讯，有望成为港股首家动力电池上市公司。                            
                            
与宁德时代专利诉讼在本质审理阶段                            
                            
时值上市冲刺关键阶段，除此次风浪外，中创新航与宁德时代的专利战仍在拉锯。                            
                            
此前报道，2021年7月及9月，宁德时代曾前后向福建省福州市中级群众法院提出诉讼，起诉中创新航5件专利侵权，触及正极极片电池、防爆安装、集流构件和电池、锂电池，动力电池顶盖机关及动力电池。宁德时代要求中创新航立即停止侵权，包括但不限于停止制造、销售也许诺销售利用上述专利的相关产物，并向其索赔1.88亿元。                            
                            
                            
今年5月下旬，宁德时代向法院申请提升专利侵权抵偿金额，大幅上升至5.18亿元。 留意到，加上此前的专利侵权诉讼，宁德时代向中创新航索赔金额累计达6亿余元。                            
                            
此前，宁德时代与中创新航的2项专利无效检查功效已公布。 了解到，国家常识产权局已判定，宁德时代具有的“防爆安装”专利保持全数有用，“集流构件和电池”专利则保持部分有用。7月下旬，中创新航被曝已连续撤回残剩3件专利的无效申请。                            
                            
对此，中创新航方面回应称，公司已针对上述3项涉诉专利重新提出新的无效哀告，提交了新的证据，今朝均处于国家常识产权局无效审理阶段。此外，和宁德时代相关的诉讼及涉案专利无效仍然处于审理阶段，尚无生效判决。                            
                            
进入8月，宁德时代与中创新航专利战再度升级。8月2日，宁德时代方面向 流露，针对中创新航的专利侵权，宁德时代新增1项侵权诉讼。今朝，福建省高级群众法院已受理相关诉讼，索赔金额达1.3亿元。同时，宁德时代已正式向法院起诉中创新航不正当合作，但宁德时代方面并未流露该项侵权诉讼及不正当合作案的更多内幕。此外，宁德时代起诉中创新航的5件专利侵权案，均已进入本质审理，部分案件将于克日开庭。                            
                            
8月3日，中创新航方面临此回应 称，已关注到部分媒体报道称宁德时代针对中创新航提起了新的诉讼，一旦核实，公司会按照法令法式积极应对。                            
                            ",消极,消极,1.0
325, 6月23日丨侨雄国际(00381.HK)公布，认购事项项下所有先决条件已获达成，完成已于2023年6月23日落实。于完成后，已根据认购协议的条款，向认购人按每股认购股份0.2港元的认购价配发及发行921万股认购股份。,积极,中性,0.0
326,"近期对中际旭创进行研究并发布了研究报告《公司点评：通过收购延伸汽车领域布局，进一步打开成长空间》，本报告对中际旭创给出买入评级，当前股价为159.9元。　　中际旭创(300308)　　事件概述： 6 月 21 日公司发布公告，拟通过全资子公司江苏智驰网联控股有限公司以增资及股权转让的方式收购重庆君歌电子科技有限公司 62.45%的股权。其中，以人民币 3,960.00 万元受让刘世勇等 7 名股东合计持有的 660.00 万元股权，同时以人民币 26,040.00 万元对君歌电子进行增资， 4,340.00 万元计入注册资本，其余 21,700.00 万元计入资本公积。本次交易完成后，智驰网联合计持有君歌电子 5,000 万元的股权，占君歌电子注册资本的 62.45%。 本次交易完成后，君歌电子将纳入上市公司合并报表范围。　　君歌电子当前深度布局智能驾驶和车身电子领域： 君歌电子的主营业务为超声波雷达、视觉传感器及车身控制器等产品研发、生产销售，主要产品包括了超声波雷达、摄像头和控制器等。目前已取得比亚迪、上汽、广汽、长安、长城、东风等国内知名汽车厂的一级供应商资质并实现量产供货。依托在超声波与视觉领域的客户资源， 君歌电子以超声波雷达、视觉传感器为基础，致力于成为智能驾驶领域集销售、研发、生产于一体的综合性企业。 2021 年和 2022 年君歌分别实现营业收入 2.20 亿元、 3.89 亿元，实现净利润-369.5 万元和 699.5 万元。2023 年 1~4 月，实现营业收入 1.62 亿元，实现净利润-147.1 万元。 公司未来的业绩考核目标为 2023~2027 年净利润分别达到 2,000 万元、 3,500 万元、5,500 万元、 8,000 万元和 11,000 万元。　　收购助力公司持续完善汽车领域布局，并有望充分发挥市场渠道和客户资源的协同效应： 中际旭创当前正积极推进汽车智慧座舱与智能驾驶领域的新型汽车光电子产品的应用开发，例如车载光互联、新一代激光雷达等应用，打造未来的第二增长曲线。以激光雷达为例， 在代工领域公司拥有核心的光电技术、产能和供应链优势，能够满足客户提升品质、降低成本与大规模交付的需求， 根据公司公告，车规认证预计将于 2023 年完成。 未来伴随君歌电子的并入，将完善公司在的汽车领域的产品矩阵，实现在智能驾驶、车身电子、智慧座舱领域的多元化产品布局。特别是君歌电子丰富的市场渠道和客户资源有望充分发挥协同效应，加快公司在汽车光电子产品的客户导入与量产。",积极,积极,1.0
327,"近日，英特尔召开了“代工模式投资者网络研讨会（Intel Internal Foundry Model Investor Webinar）”，介绍了内部晶圆代工业务模式的转变，计划将设计与制造业务，未来其芯片制造业务部门将单独运营，且财报也是独立的，将从2024年第一季度开始。                            
                            
英特尔首席财务官David Zinsner在投资者电话会议上表示，内部的设计部门与制造业务部门之间将建立起“客户-供应商”的关系。虽然英特尔并没有像AMD在2008年那样，将制造业务部门完全分离出去，但某程度上已经是一种内部“切割”。按照英特尔给出的数据模型测算，明年英特尔将超越三星成为全球第二大晶圆代工厂，收入将超过200亿美元，不过距离台积电（TSMC）2024年预期的850亿美元的规模还有很远的一段距离。                            
英特尔代工服务（IFS）一直被视为其IDM 2.0战略的关键，目标是将其技术和利润恢复到以往的范围内，并为全球客户提供代工服务。英特尔的新计划被视为“扭亏为盈”的关键，不过由于没有给出扩大产能的具体时间表，加上没有宣布新的代工客户，随后英特尔股价当天应声下跌近6%。                            
有行业分析师表示，晶圆制造对于英特尔来说是一个长期的负担，会影响其财务表现，通过业务独立运作的方式，内部效率应该会有较大提升，但对利润的影响还有待观察，从长远来看，走向类似于AMD拆分Global Foundries（格罗方德）模式的可能性较大，问题是要找到合适的投资者。在2023年第一季度财报里，英特尔在非GAAP下的利润率为38.4%，要想达成60%的目标，还需要优化成本结构等更多措施才能实现。",积极,消极,0.0
328,沃达丰英国公司（Vodafone UK）在几个主要城市开通了独立组网（SA）5G网络，声称此举使之成为英国第一家提供当前最先进网络技术的公司。　　这张以“5G Ultra”为品牌名的网络，最初将与三星Galaxy S21或S22智能手机兼容，其他手机将从7月份开始支持。　　首批覆盖的地点包括伦敦、曼彻斯特、格拉斯哥和加的夫。　　该运营商指出，“一小部分”消费者已经能够获取这项服务。如果在2023年2月24日之后签约，拥有兼容手机的用户将可以免费将其添加到每月付费套餐中。　　它补充说，符合条件的用户将在未来几个月内“分阶段”获得升级。　　该公司声称，使用SA技术可以延长设备的电池寿命，在繁忙的地点提供更可靠的连接，并提供“惊人的”数据速率。　　在推出服务的同时，沃达丰还借此机会进一步宣传其与英国本土竞争对手3英国公司拟议合并的好处。　　该运营商声称，通过110亿英镑的网络投资，到2034年，合并后的实体将以SA 5G覆盖英国99%以上人口稠密地区。　　沃达丰在英国市场上拔得头筹并不令人意外。过去几个月，它一直看好自己在SA 5G上的地位，在一月份宣布了其口中的该国首个试验，并在5月份的一场公众活动中演示了新网络的用例。,积极,积极,1.0
329, 6月25日丨贵州茅台(600519.SH)公布，2022年度权益分派每股派发现金红利25.911元(含税)，共计派发现金红利325.49亿元。股权登记日2023年6月29日，现金红利发放日2023年6月30日。,中性,中性,1.0
330,6月21日，长虹能源（836239）融资买入1.36万元，融资偿还0.52万元，融资净买入0.83万元，融资余额265.02万元。融券方面，当日无融券交易。融资融券余额265.17万元，较昨日上涨0.31%。小知识融资融券：融资就是证券公司借钱给投资者买股票，到期将本金和利息一同还了就行，融券可以理解成是投资者借股票来卖的意思，到期把股票还回来并支付利息。一般来说，投资者会出于看好股价而融资买入股票，看空股价而融券卖出股票。 ,积极,中性,0.0
331,"汉缆股份融资融券信息显示，2023年6月21日融资净偿还270.1万元；融资余额2.35亿元，较前一日下降1.13%。                            
融资方面，当日融资买入211.49万元，融资偿还481.58万元，融资净偿还270.1万元，连续5日净偿还累计559.68万元。融券方面，融券卖出15.35万股，融券偿还1.89万股，融券余量33.66万股，融券余额132.3万元。融资融券余额合计2.37亿元。                            
汉缆股份融资融券交易明细（06-21）                            
                            
汉缆股份历史融资融券数据一览                            
                            
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。",消极,中性,0.0
332,"截至2023年6月21日收盘，苏文电能(300982)报收于58.93元，下跌4.64%，换手率5.67%，成交量2.01万手，成交额1.21亿元。6月21日的资金流向数据方面，主力资金净流出697.94万元，占总成交额5.76%，游资资金净流出1594.8万元，占总成交额13.15%，散户资金净流入2292.74万元，占总成交额18.91%。近5日资金流向一览见下表：苏文电能融资融券信息显示，融资方面，当日融资买入515.17万元，融资偿还478.7万元，融资净买入36.47万元。融券方面，融券卖出0.0股，融券偿还2.48万股，融券余量12.08万股，融券余额711.87万元。融资融券余额8825.51万元。近5日融资融券数据一览见下表：该股主要指标及行业内排名如下：苏文电能2023一季报显示，公司主营收入5.81亿元，同比上升42.79%；归母净利润9608.57万元，同比上升127.64%；扣非净利润9226.9万元，同比上升160.94%；负债率30.23%，财务费用-121.49万元，毛利率28.94%。苏文电能（300982）主营业务：公司是以电力咨询设计业务为主导,涵盖电力咨询设计、电力工程建设、电力设备供应和智能用电服务业务为一体的一站式(EPCO)供用电品牌服务商。。该股最近90天内共有14家机构给出评级，买入评级11家，增持评级3家；过去90天内机构目标均价为67.51。根据近五年财报数据， 苏文电能（300982）行业内竞争力的护城河良好，盈利能力良好，营收成长性优秀。财务可能有隐忧，须重点关注的财务指标包括：应收账款/利润率、应收账款/利润率近3年增幅、存货/营收率增幅、经营现金流/利润率。资金流向名词解释：指通过价格变化反推资金流向。股价处于上升状态时主动性买单形成的成交额是推动股价上涨的力量，这部分成交额被定义为资金流入，股价处于下跌状态时主动性卖单产生的的成交额是推动股价下跌的力量，这部分成交额被定义为资金流出。当天两者的差额即是当天两种力量相抵之后剩下的推动股价上升的净力。通过逐笔交易单成交金额计算主力资金流向、游资资金流向和散户资金流向。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ",消极,消极,1.0
333,摘要：2023年06月26日日照港（600017）主力资金净流出232.02万元， 占总成交额-35%， 其中超大单净流出118.07万元。资金流向数据，主力资金净流出232.02万元， 占总成交额-35%， 其中超大单净流出118.07万元， 大单净流出113.95万元， 散户资金净流入1.63万元。Tips：股票中出现黑三兵后市走势需要根据具体情况去分析。（后续可根据位置判断具体输出结果）1、当黑三兵出现在高价位区域或一段大幅上升趋势后，暗示行情将有反转的可能，投资者应将手中的股票变现、出局观望。2、当黑三兵出现在低价位区域或大幅下跌或连续急跌之后，则表示行情将有可能探底，不多日或有止跌反弹的可能，投资者应多加关注，并在涨势确立后考虑做多。3、当黑三兵出现在下跌初期或途中，则是中继状态，后市依然看跌。这时仍然持股的投资者应果断卖出。 ,中性,中性,1.0
334,2023年06月26日早盘09时30分，安必平（688393）出现异动，股价大幅拉升7.28%，创2月新高（前复权价格）。截至发稿，该股报28.00元/股，成交量1939手，换手率0.32%，振幅0.00%，量比18.08。该股最近一日（2023-06-21）融资融券数据为：融资余额5798.59万元，融资买入额591.48万元，融券余量1.08万股，融券卖出量0.84万股。过去一年内该股还未有涨停，也没有跌停。安必平公司主营业务为从事体外诊断试剂和仪器的研发、生产和销售。截至2023年06月26日，该公司股东人数（户）为7340，较上个统计日增加594户。,中性,中性,1.0
335,"以下是麦迪科技在北京时间6月26日13:11分盘口异动快照：                            
                            
6月26日，麦迪科技盘中快速反弹，5分钟内涨幅超过2%，截至13点11分，报21.58元，成交2.26亿元，换手率5.13%。                            
                            
分笔13:11:2321.5815↓13:11:2021.60535↑13:11:1721.5028↑13:11:1421.50130↑13:11:1121.4012↑13:11:0821.39247↓13:11:0521.39160↑13:11:0221.34117↓13:10:5921.3535↑13:10:5621.3423↓报价卖五21.65140卖四21.6429卖三21.621卖二21.5910卖一21.5820买一21.525买二21.481买三21.442买四21.413买五21.441最新：21.58涨幅：0.70%涨跌：0.15换手率：5.13%成交量：11.01万手成交额：2.26亿元主力净流入：884.17万元                            
                            
  6月26日，                            
麦迪科技                            
盘中快速反弹，5分钟内涨幅超过2%，截至13点11分，报21.58元，成交2.26亿元，换手率5.13%。                            
注：以上信息仅供参考，不对您构成任何投资建议。",中性,中性,1.0
336,"威派格(603956)06月26日在投资者关系平台上答复了投资者关心的问题。投资者：董秘您好！请问持续的高温天气和厄尔尼诺预期加强是否对贵司相关业务有助推作用？威派格董秘：尊敬的投资者，您好。以上气候变化现象对公司业务无直接影响，感谢您对公司的关注与支持，并请注意投资风险！威派格2023一季报显示，公司主营收入1.56亿元，同比上升41.52%；归母净利润-4441.94万元，同比上升18.99%；扣非净利润-5419.73万元，同比上升2.58%；负债率37.13%，投资收益-399.03万元，财务费用428.8万元，毛利率56.51%。该股最近90天内共有2家机构给出评级，增持评级2家。威派格（603956）主营业务：水务行业内智能硬件的研发、生产、销售及服务,以及软件的开发测试、销售及交付实施。 ",中性,中性,1.0
337,"根据市场公开信息整理，6月26日格灵深瞳（688207）新增【体育产业】概念。新增概念原因：公司的体育健康业务产品目前在多地校园场景进行试点，通过智慧化训练场改造以及一体化的交互设备部署，汇总学生体育运动数据，并进行自动化的教学分析、评价、指导，识别学生个体差异，帮助各地学校进行智慧体育课、课后服务、课后体育作业的场景建设，助力学校分层教学，构建基于人工智能的智慧体育新型教学模式。该公司关联的其它概念板块还包括：国产软件、金融科技、人工智能、高铁轨交、大数据、智慧城市、机器视觉、智能制造、人工智能大模型。格灵深瞳（688207）主营业务：专注于将先进的计算机视觉技术和大数据分析技术与应用场景深度融合,提供面向城市管理、智慧金融、商业零售、体育健康、轨交运维等领域的人工智能产品及解决方案。格灵深瞳2023一季报显示，公司主营收入6754.38万元，同比上升24.48%；归母净利润-81.85万元，同比上升94.41%；扣非净利润-96.32万元，同比上升91.81%；负债率5.0%，投资收益14.34万元，财务费用-1146.46万元，毛利率60.92%。 ",中性,积极,0.0
338,截至2023年6月26日收盘，苏能股份(600925)报收于6.09元，上涨0.5%，换手率1.81%，成交量12.5万手，成交额7607.7万元。当日主力资金净流入241.83万元，占总成交额3.18%；游资资金净流入107.46万元，占总成交额1.41%；散户资金净流出349.28万元，占总成交额4.59%。 从各项资金流向维度对公司进行分析，结果如下：一、交易与资金流向：资金流向方面，当日主力净流入241.83万元，位列煤炭开采行业第9（共30只个股）。近5日主力净流出651.87万元，位列煤炭开采行业第12。近10日主力净流出1807.72万元，位列煤炭开采行业第15。二、股东和高管动向：该股近日披露，截至2023年3月31日公司股东户数为31.01万户，较上期（2023年3月29日）减少28.27万户。三、机构动向：根据2023年一季报数据统计，增持该股的基金有35家无减持该股的基金，目前持有该股的基金共有35家。该股不太受投研机构关注。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ,积极,中性,0.0
339,截至2023年6月26日收盘，中际联合(605305)报收于32.96元，下跌1.67%，换手率1.48%，成交量1.58万手，成交额5225.35万元。当日主力资金净流出115.4万元，占总成交额2.21%；游资资金净流出322.71万元，占总成交额6.18%；散户资金净流入438.11万元，占总成交额8.38%。 从各项资金流向维度对公司进行分析，结果如下：一、交易与资金流向：资金流向方面，当日主力净流出115.40万元，位列工程机械行业第15（共28只个股）。近5日主力净流出1734.98万元，位列工程机械行业第16。近10日主力净流入798.09万元，位列工程机械行业第3。其他交易数据方面，综合统计近20个交易日数据：该股获北向资金增持的有14天，累计净增持62.98万股。二、股东和高管动向：该股近日披露，截至2023年3月31日公司股东户数为9930户，较上期（2022年12月31日）减少1681户。中际联合于3月8日发布公告，其股东中日节能环保创业投资有限公司于2023年3月2日至2023年3月6日间合计减持103.51万股，占公司目前总股本的0.68%。三、机构动向：根据2023年一季报数据统计，增持该股的基金有14家，减持该股的基金有4家，目前持有该股的基金共有19家，其中不乏孙文龙等知名基金经理管理的基金。该股是投研机构较为关注的标的。该股最近90天内共有12家机构给出评级，买入评级10家，增持评级2家；过去90天内机构目标均价为46.26。注：主力资金为特大单成交，游资为大单成交，散户为中小单成交 ,消极,中性,0.0
340,"06月26日，深振业A被深股通减持60.05万股，已连续8日被深股通减持，共计615.15万股，最新持股量为1282.57万股，占公司A股总股本的0.95%。                            
近五日持股量数据                            
                            
持股量及股价变动图                            
                            
注：文中持股数量经过前复权处理，可能存在与港交所披露不一致的情形。                            
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。",消极,中性,0.0
341,　　科大国创6月26日在互动平台上称，公司基于多年在运营商、能源、交通等行业积累的经验和高可信软件技术优势，积极推动程序自动生成和电信、电力、交通行业GPT的研发。公司基于通用大模型，积极研发电信行业预训练大模型GC-TeleGPT，融合通用数据和运营商行业特有知识，目前已在电信智能客服等领域实现落地应用。                            ,积极,积极,1.0
342,"诺普信融资融券信息显示，2023年6月26日融资净买入88.67万元；融资余额3.71亿元，较前一日增加0.24%。                            
融资方面，当日融资买入720.42万元，融资偿还631.75万元，融资净买入88.67万元。融券方面，融券卖出300股，融券偿还5.1万股，融券余量22.89万股，融券余额162.96万元。融资融券余额合计3.72亿元。                            
诺普信融资融券交易明细（06-26）                            
                            
诺普信历史融资融券数据一览                            
                            
免责声明：本文基于大数据生产，仅供参考，不构成任何投资建议，据此操作风险自担。",积极,中性,0.0
343,"分时图快速拉升意味此时存在大单买入，在大单的推动下，股价快速地上涨。截止发稿，新柴股份（301032）涨幅1.72%，成交量0.233万手，换手率0.28%。资金流向数据：主力资金净流出26.53万元， 占总成交额-14%， 其中超大单净流入0.00元， 大单净流出26.53万元， 散户资金净流入14.89万元。所属板块表现：通用设备 0.88%、创业板综 1.01%、发电机概念 1.63%、预亏预减 1.02%等。公司主营：一般项目:通用设备制造(不含特种设备制造);机械零件、零部件加工;建筑工程用机械制造;农业机械制造;黑色金属铸造;有色金属铸造;发电机及发电机组制造;气体压缩机械制造;泵及真空设备制造;输配电及控制设备制造;汽车零部件及配件制造;配电开关控制设备制造;技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广;新兴能源技术研发;储能技术服务;润滑油销售;机械零件、零部件销售;特种设备出租;新能源汽车废旧动力蓄电池回收及梯次利用(不含危险废物经营)(除依法须经批准的项目外,凭营业执照依法自主开展经营活动)。许可项目:特种设备制造;检验检测服务;特种设备检验检测(依法须经批准的项目,经相关部门批准后方可开展经营活动,具体经营项目以审批结果为准)。 ",中性,中性,1.0
344,"以下是安奈儿在北京时间6月27日09:35分盘口异动快照：                            
                            
6月27日，安奈儿盘中快速上涨，5分钟内涨幅超过2%，截至9点35分，报12.5元，成交718.11万元，换手率0.47%。                            
                            
分笔09:35:5412.5023↑09:35:5112.494↑09:35:4812.4934↑09:35:4512.49633↑09:35:4212.4631↑09:35:3912.4515↓09:35:3612.46122↑09:35:3312.4622↑09:35:3012.4654↑09:35:2712.4421↓报价卖五12.547卖四12.539卖三12.5244卖二12.511卖一12.5241买一12.4911买二12.4872买三12.4712买四12.4626买五12.4552最新：12.5涨幅：2.63%涨跌：0.32换手率：0.47%成交量：5805手成交额：718.11万元主力净流入：108.44万元                            
                            
  6月27日，                            
安奈儿                            
盘中快速上涨，5分钟内涨幅超过2%，截至9点35分，报12.5元，成交718.11万元，换手率0.47%。                            
注：以上信息仅供参考，不对您构成任何投资建议。",中性,积极,0.0
345,近日，科伦药业公布了旗下子公司两款创新药的研究结果，受此消息影响，该公司股票当日大涨5.66%，不过这样的行情仅延续了一天。为何市场上反应如此强烈？《中科财经》分析认为，主要是因为自2012年提出向创新药转型以来，科伦药业投入了超百亿真金白银，但是至今11年过去，创新药的研发成果却不尽人意。不仅如此，科伦药业还经历了股价十年不涨的尴尬，而背后则是其一直居高不下的资产负债率以及长达十年“增收不增利”的现状。据公开信息披露，科伦药业于2012年底全面启动创新转型，坚持“三发驱动，创新增长”的发展战略。自转型以来，科伦药业持续进行研发投入超103亿元。不过，转型扩张的另一面，科伦药业的负债总额从2011年的25.34亿元增长至2022年的172.30亿元，资产负债率也从24.21%攀升至2021年的56.21%.，至2022年这一数据仍然高于50%，科伦药业也因此一直被打上“高负债”的标签。但与之形成鲜明对比的是公司掌门人刘革新“膨胀”的个人财富，据《2022胡润百富榜》，刘革新财富达95亿元，现在他的两个上市平台市值已合计达611亿元。今年4月，科伦药业披露了2022年年度报告，公司业绩较去年相比表现亮眼。2022年，科伦药业实现营收189.13亿元，同比增长9.46%，实现归母净利润17.09亿元，同比增长54.98%。或许，科伦药业并非向外界所公开展现的那么光鲜靓丽？因为在此前的在一次采访中，刘革新曾透露自己一年差不多吃一千颗安眠药。当仔细梳理科伦药业的公开信息后，让掌门人刘革新萦绕于心的事情逐渐浮出水面。科伦药业曾是江湖大佬魏东生前的最后一个布局据《花朵财经》信源：时间回到2008年，在专案组两次约谈后，魏东开始变得沉默寡言、情绪抑抑。4月底，忽然从中海紫金苑的九楼跳下。魏东是谁？十多年弹指一挥，他的赫赫威名已经逐渐在江湖淡漠。但在生前，魏东被誉为天才少年，资本江湖上最后的大佬，以中央财经的一介研究生，14年建立了市值300亿的“涌金系”。魏东生前的最后一个布局，就是入股科伦药业。2008年3月科伦药业掌门人刘革新启动股权改革，以40元每股的价格引入魏东的湖南涌金。刘革新也不负所望，涌金系2008年入股，2010年科伦药业就上市了。一路走来，截止目前，科伦药业已达428.36亿元市值，只是魏东再也看不到了。七十古来稀刘革新是否忧虑接班人问题？作为1951年5月出生的刘革新，今年已经72岁高龄了，“七十古来稀，吾生已半。”投资者们也不得不关心科伦药业的大厦是否后继有人？据公开信息显示，刘革新已在培养其子刘思川接班，百科资料披露，目前刘思川已任四川科伦实业集团有限公司董事、总经理。《花朵财经》剖析了刘思川的成长履历，从刘思川自身来说，在英国本科读的商务教育，一年制研究生读的是国际贸易，正是富二代混学位的常用专业。在对刘思川的宣传中，但凡有一点值得说的地方，都拿出来夸了，比如不去，没有车，甚至高中就读于成都七中也要说出来，但始终不说在英国读的是哪个学校？相对于老爸的医药科班出身，刘思川从未受过医药相关教育，可以说是一窍不通。在公开谈到接班问题时，刘革新本人也曾表达了一些担忧：如果第二棒跑不好或是不能产生众望所归的接班人，这么大的一个企业，未来的发展势必会陷入困局。刘革新公开承认“川宁之战”是他遇到的最大困难。创业27年，商业江湖的惊涛与骇浪或都不足以吓退科伦集团创始人、董事长刘革新。但唯有一次挑战，被刘革新形容为创业以来遇到的最大困难，那就是“川宁之战”。在媒体的报道中，川宁生物经常做缺德事：违规排污。据《花朵财经》梳理，2017年，川宁生物恶臭气体排放超标、水污染物排放超标。尽管有环保部门警戒处罚，川宁生物在2018年依然违规超标排放恶臭气体，同年9月川宁生物排放水污染物也超过上限。2021年，川宁生物擅自改变林地用途、非法侵占林地。可见其经营利润从何而来。尽管如此，刘革新还是想尽快把川宁生物扔到资本市场上去圈钱。,积极,消极,0.0
346,6月26日，科兴制药（688136）融资买入120.92万元，融资偿还64.45万元，融资净买入56.47万元，融资余额6943.97万元。融券方面，当日无融券交易。融资融券余额6943.97万元，较昨日上涨0.82%。小知识融资融券：融资融券交易又称“证券信用交易”或保证金交易，是指投资者向具有融资融券业务资格的证券公司提供担保物，借入资金买入证券（融资交易）或借入证券并卖出（融券交易）的行为。包括券商对投资者的融资、融券和金融机构对券商的融资、融券。 ,积极,中性,0.0
347,2023年06月27日临近午盘11时29分，赛恩斯（688480）出现异动，股价大幅拉升5.42%。截至发稿，该股报31.14元/股，成交量6812手，换手率3.38%，振幅7.18%，量比1.13。该股最近一日（2023-06-21）融资融券数据为：融资余额1689.28万元，融资买入额139.63万元，融券余量5.5万股，融券卖出量1.06万股。机构评级方面，近半年内17家券商给予买入建议。过去一年内该股还未有涨停，也没有跌停。赛恩斯公司主营业务为公司自成立以来一直专注于重金属污染防治领域，公司主营业务对应的产品及服务主要为重金属污染防治综合解决方案、药剂产品、运营服务。截至2023年06月27日，该公司股东人数（户）为3484，较上个统计日减少1147户。 ,中性,中性,1.0
348,2023年06月27日下午盘13时00分，震有科技（688418）出现异动，股价大幅拉升5.65%。截至发稿，该股报20.00元/股，成交量2.738万手，换手率2.06%，振幅6.76%，量比0.68。该股最近一日（2023-06-26）融资融券数据为：融资余额9383.34万元，融资买入额583.25万元，融券余量0.0万股，融券卖出量0.0万股。机构评级方面，近半年内2家券商给予增持建议。过去一年内该股有1次涨停，涨停后第二交易日涨1次，跌0次，涨占比100%。而过去一年内该股还未有跌停。震有科技公司主营业务为通信系统设备相关产品的研发、生产、销售与服务。截至2023年06月27日，该公司股东人数（户）为8832，较上个统计日增加194户。 ,中性,中性,1.0
349,中华人民共和国香港特别行政区政府(以下简称“香港特区政府”)于5月31日成功定价发行美元、欧元及离岸人民币三个币种共八批次高级无抵押绿色债券，总发行规模约60亿美元等值，是迄今亚太区规模最大的ESG债券发行。交易内容包括：根据144A/S规则发行22.5亿美元3/5/10年期美元债券，根据S规则发行15亿欧元4/9年期欧元债券，根据S规则发行150亿人民币2/5/10年期离岸人民币债券。在此次发行中，整体离岸人民币债券发行规模达150亿人民币。香港特区政府亦首次进行了10年期离岸人民币债券发行，本次10年期债券的发行将有助于延长离岸人民币收益率曲线，进一步推动人民币国际化进程。在本次交易中，东方汇理银行是同时担任所有币种债券发行的联席全球协调行及联席绿色结构顾问银行的两家指定银行之一。东方汇理银行曾多次协助香港特区政府发行绿色债券，其中包括今年年初全球首笔由政府发行的代币化绿色债券。本次债券发行所募得的资金将用于资助香港特区政府《绿色债券框架》下的合资格项目，相关项目预期将带来可观的环境效益，推动香港低碳经济的发展。作为法国农业信贷集团可持续承诺的一环，我行多年来一直运用我行在全球可持续金融市场领域的专业知识，与公私营机构携手实践各种低碳转型。此次交易亦再次展现了东方汇理银行持续致力推动香港特区政府绿色和可持续金融发展的决心。东方汇理银行是中国首屈一指的固定收益和ESG融资外资银行。近日，我行在FinanceAsia (《亚洲金融》) 2023年评选中获选为中国内地最佳国际可持续银行及香港特别行政区最佳国际投资银行。东方汇理银行从2013年到2022年连续九年蝉联全球绿色、社会责任、可持续发展及可持续发展挂钩债券类别的最佳账簿管理人，亦一直是港元债券和人民币点心债的最大账簿管理人之一。,中性,积极,0.0
