input,response,output
    6月16日电，据元隆雅图公布的最新一期股东人数数据显示，公司06月10日的股东人数(23940户)相较上期05月31日大幅减少-6%，户均持股市值达159873元      ,营销传播,文化传媒
"    12月23日电，中公教育出现1笔大宗交易。成交价格为5.12元,成交金额为256万元。买方为机构专用，卖方为信达证券股份有限公司上海虹口区海伦路证券营业部。折价率为10.33%      ",文化传媒,教育培训
"    1月4日，天舟文化平收，收盘价为3.85元，发生1笔大宗交易，合计成交量385万股，成交金额1436.05万元。          第1笔成交价格为3.73元，成交385.00万股，成交金额1,436.05万元，溢价率为-3.12%，买方营业部为国融证券股份有限公司上海分公司，卖方营业部为世纪证券有限责任公司广东分公司。          进一步统计，近3个月内该股累计发生1笔大宗交易，合计成交金额为1436.05万元。该股近5个交易日累计上涨10.00%，主力资金合计净流入8101.76万元。                ",互联网传媒,文化传媒
    2019年收入增长5%，业绩增长10%          公司2019年实现营收21.14亿元，同比+4.91%；归母净利润1.93亿元，同比+9.97%，同比+15.65%，符合预期。公司毛利率/净利率34.37%/9.28%，同比变动-0.45/+0.35个pct；销售/管理/研发/财务费用率11.52%/7.19%/4.98%/1.52%，同比变动-0.35/-0.21/+0.62/+0.19个pct，整体稳中有降；经营性现金流净额3.01亿元，同比+95.58%现金流明显好转，主要系收到税费返还和政府补助增加。公司2020Q1实现营收3.53亿元，同比-27.15%；归母净利润-0.14亿元，同比-125.65%，主要系疫情影响下2月原有订单不能按期交付且新接订单减少，3月供应链和国内订单逐渐恢复正常，4月持续向好。          注塑机周期底部或将反转，公司将充分受益          公司注塑机/压铸机实现收入14.32/4.25亿元，同比+7.43%/-1.61%，收入占比67.73%/20.08%，注塑机业务增长的主要系海外业务拓展带动销售额快速增加；压铸机业务受到汽车行业下滑影响，但公司压铸机产品可用于生产5G基站滤波器、散热壳等，有效对冲汽车行业下滑的影响。从历史数据看，注塑机是典型的周期行业，其核心驱动因素在于产品的刚性寿命和下游客户为实现更高投入产出比带来的产品更新需求，行业自2018年以来已连续两年半处于下行周期，当前已处于周期底部，我们认为注塑机行业在未来一年景气度或将触底反弹，公司过去几年里市占率持续提升，产品竞争力强，将充分受益行业好转。          投资建议：给予一年期合理估值10.80-12.96元          公司是行业内有竞争力的注塑机/压铸机企业，考虑到注塑机行业或将反转，公司实施二次股权激励，且控股股东以1.8亿元全额现金认购定增股票彰显发展信心，我们预计2020-22年归母净利润2.26/3.09/3.71亿元，对应PE13/10/8倍，给予一年期合理估值10.80-12.96元(对应2021年PE15x-18x)，维持“买入”评级。          风险提示：          下游行业需求大幅下滑；行业竞争加剧；海外疫情风险。      ,专用设备,专用设备
    吉利或收购华菱星马股份，以补商用车短板。          6月3日，有媒体报道，吉利或将收购商用车上市公司华菱星马15.24%股份。          财经网汽车为证实此事联系了吉利集团相关负责人，对方表示，双方确有接触，不过目前仍处于了解中，最终信息还要以公告为准。          今年5月底吉利收购华菱星马的消息就已传出。          据了解，5月23日华菱星马发布关于控股股东拟转让公司股份公开征集受让方的公告。          近日，华菱星马发布风险提示公告，其股票价格1个月以来累计涨幅约90%，最新静态市盈率为110.34，远高于汽车制造业的平均水平。          华菱星马前身为成立于1970年的马鞍山市建筑材料厂，2003年4月在上交所上市，2004年引进日本三菱技术进入卡车领域。2019年，华菱星马与一汽解放、东风商用车等一同跻身“中国汽车(卡车)企业创新排行榜TOP5”。          财报显示，2016年至2019年，华菱星马归属于上市公司股东的净利润徘徊在0.5亿元左右。2020年一季度，华菱星马归属于上市公司股东的净利润亏损约1.1亿元，去年同期约为596万元，同比大幅下滑1941.73%。          有业内人士表示，作为吉利控股集团的董事长，李书福的梦想是将吉利打造成大众那样的跨国汽车集团，弥补商用车业务的短板势在必行。          2016年吉利收购东风南充汽车有限公司，成立吉利四川商用车有限公司。而在2017年吉利又豪掷33亿美元，获得沃尔沃卡车8.2%的股份和15.6%投票权，位居最大单一股东地位。但是，从目前来看，吉利四川商用车公司的产品更多专注于增程式动力系统及甲醇动力系统等新能源领域，收购华菱星马，可以快速的获得传统重卡技术领域的资源和技术储备。          根据中汽协数据，今年4月，我国重卡市场销售各类车型约18万辆，同比增长52%，环比增长50%。同时，这一数据也刷新了全球重卡市场的月销量纪录。                ,专用设备,运输设备
事件具体内容：      公司主要从事工业冷却塔的研发、设计、制造及安装业务，并依托自身产品和技术优势提供工业冷却塔相关的技术服务。公司主要产品为机力通风冷却塔，具体包括：常规冷却塔（包括钢混结构塔、玻璃钢结构塔和钢结构塔）、开式环保节能型冷却塔（包括节水塔、消雾塔、降噪塔和综合塔）等。      二级市场走势：该股今日大幅下跌，资金出逃明显，短线注意风险。      ,通用机械,专用设备
"    本公司及董事会全体成员保证信息披露的内容真实、准确、完整，没有虚假记载、误导性陈述或重大遗漏。          特别提示：1、本次股东大会没有出现否决议案的情形;2、本次股东大会不涉及变更以往股东大会已通过决议。          一、会议召开和出席情况(一)会议召开情况1、召开时间：(1)现场会议时间：2020年6月29日(星期一)下午14:00开始;(2)网络投票时间：通过深圳证券交易所交易系统进行网络投票的具体时间为2020年6月29日上午9:30～11:30，下午13:00～15:00;通过深圳证券交易所互联网投票系统投票的具体时间为2020年6月29日上午9:15～下午15:00。          2、现场会议召开地点：上海中航泊悦酒店(上海虹桥机场2号航站楼出发层2号门)会议室。          3、召开方式：本次股东大会采用现场表决与网络投票相结合的方式召开。同一表决权只能选择现场投票、网络投票或其他表决方式的一种。同一表决权出现重复表决的以第一次投票结果为准。          4、召集人：江苏哈工智能机器人股份有限公司第十一届董事会。          5、主持人：公司董事长乔徽先生。          6、股权登记日：2020年6月22日(星期一)。          7、本次股东大会的召集与召开程序、出席会议人员资格及表决程序符合有关法律法规及《公司章程》的有关规定。          (二)会议出席情况本次会议参会的股东及股东代理人(包括出席现场会议以及通过网络投票系统进行投票的股东)共14人，代表股份226,250,493股，占公司股份总数的36.8892%，其中：参加现场会议的股东及股东代理人共7人，代表股份225,904,093股，占公司股份总数的36.8327% ;参加网络投票的股东及股东代理人共7人，代表股份346,400股，占公司股份总数的0.0565%。          公司部分董事、监事、高级管理人员及见证律师出席了本次会议。          二、提案审议表决情况本次股东大会对公告列明的提案进行了审议，会议采用现场记名投票和网络投票相结合的表决方式，作出了如下决议：1、审议通过《关于全资子公司开展融资租赁业务及公司为全资子公司提供担保的议案》■表决结果：同意股数超过了出席本次股东大会有限表决权股份总数的2/3，此提案获得通过。          三、律师出具的法律意见1、律师事务所名称：国浩律师(上海)事务所;2、律师姓名：苗晨、路子颍;3、结论性意见：本次股东大会的召集、召开程序及表决方式符合《公司法》、《证券法》、《股东大会规则》及《公司章程》等相关规定，出席会议的人员具有合法有效的资格，召集人资格合法有效，表决程序和结果真实、合法、有效，本次股东大会形成的决议合法有效。          四、备查文件1、经与会董事签字确认并加盖董事会印章的股东大会决议;2、本次股东大会见证律师出具的 《国浩律师(上海)事务所关于江苏哈工智能机器人股份有限公司2020年第三次临时股东大会的法律意见书》。          特此公告。          江苏哈工智能机器人股份有限公司董 事 会2020年6月30日      ",专用设备,通用机械
"     埃斯顿24日早间公告，公司于2020年7月23日召开第四届董事会第二次会议审议通过了《关于公司非公开发行股票方案的议案》等相关议案，公司拟向通用技术集团、国家制造业转型升级基金、小米长江产业基金(三方合称＂认购方＂)非公开发行股票。通用技术集团、国家制造业转型升级基金和小米长江产业基金分别于2020年7月23日与公司签署了《附条件生效的股份认购协议》《附条件生效的战略合作协议》。          发行人本次新发行股份数量为86,058,500股，本次非公开发行股票募集资金总额为999,999,770元。双方一致同意，通用技术集团本次认购发行人新发行股份的数量按照本次认购价款除以发行价格计算为34,423,400股，占发行人本次新发行股份数量的40%，通用技术集团认购价款为人民币399,999,908元；国家制造业转型升级基金本次认购发行人新发行股份的数量按照本次认购价款除以发行价格计算为34,423,400股，占发行人本次新发行股份数量的40%，国家制造业转型升级基金认购价款为人民币399,999,908元；小米长江产业基金本次认购发行人新发行股份的数量按照本次认购价款除以发行价格计算为17,211,700股，占发行人本次新发行股份数量的20%，小米长江产业基金认购价款为人民币199,999,954元。          在合作内容方面：通用技术集团将围绕埃斯顿产品在高端数控机床行业的应用领域，医疗健康康复机器人等方向，结合自身产业链，加强与埃斯顿的联合研发；国家制造业转型升级基金将围绕埃斯顿的技术和产品规划，结合自身在自动化核心部件和机器人产业链上的投资，在提高埃斯顿的经营管理、产品应用、产业链上下游合作等维度进行战略合作；小米长江产业基金将利用行业内的产业资源布局和影响力，为埃斯顿上游芯片、电子元件、功率器件、智能制造关键部件等业务协同提供支持，协助甲方进行资源嫁接及整合。      ",通用机械,专用设备，通用机械
调研内容如下：      1.海纳半导体的业务范围、未来发展计划以及核心竞争力是什么？      (1)海纳半导体的主要业务为3-8英寸半导体直拉硅单晶、硅单晶高端研磨片和硅单晶抛光片、重掺衬底片。(2)公司旨在将海纳半导体打造成为一家规模适中，以6英寸抛光正片为主、8英寸抛光片质量一流、高端研磨片占据国内龙头地位的企业。未来海纳将着重增加高端研磨片的市场占比，提升6至8英寸重掺抛光片的质量和产能。(3)海纳半导体的主要优势在于：多年来凭借优质的产品积累下的客户基础和品牌口碑，海纳的客户以及客户的下游都非常认可海纳的团队和品牌；在小尺寸片中高端细分领域具有技术和市场双重领先性。      2.公司智慧交通业务涵盖范围极广，能否请管理层介绍公司智慧交通业务整体发展规划？公司信号系统对比市场上的其他厂商有什么优势？目前有哪些研发项目？      (1)公司长久以来始终定位于掌握核心自主研发技术的高科技公司。在智慧交通领域，公司坚定要走以底层技术为支撑的发展道路，要做国家最需要实现自主化的领域。公司以原有的核心产品轨道交通信号系统和自动售检票系统为中心，不断积累自动化控制、人工智能、5G通信、云计算、大数据、边缘计算、智能感知技术等底层技术，并以此为支撑，搭建技术中台与数据中台，进一步向深度系统集成和智能交通(包括列车智能化和智能运维)延伸。(2)目前信号系统市场上的竞争对手较多，公司通过10年时间，就能达到并始终保持行业第一梯队的位置，主要是由于：1)公司核心团队具有较强的学习能力，2)核心技术高度自主化，已实现全系统自主研发；3)定制能力和服务能力强，并具备熟练的集成能力。(3)公司目前主要围绕信号系统升级换代、智能交通和深度系统集成等领域展开研发。信号系统领域包括无人驾驶、车车通信等新技术，智能交通主要是智能运维和智慧车站等领域。      3.工业互联网作为连接智慧交通和泛半导体业务的重要环节，公司有何布局？未来将着力发展哪些技术？      公司此前在工业互联网领域已有布局，投资了工业交换机、红外探测器芯片企业，并成立了工业互联网事业部。同时，在智慧交通场景下，公司也已经在智能感知等领域实现了布局，包括目前在智能高铁领域应用的加速度探测器、车厢视频监控等产品。未来公司将着力发展和布局智能感知技术、智能传感器及专业芯片等工业互联网领域。      4.公司在智慧交通和泛半导体行业发力，是否需要增加研发人员和研发投入？是否有中长期的规划？      公司智慧交通业务将维持目前的研发投入比重，预计不再额外大量增加研发人员。在半导体材料制造领域，公司将根据实际情况向海纳半导体分阶段投入，适当增加研发人员，提升海纳半导体以及日本松崎6寸和8寸正片的产能，实现年合并销售额3.5亿至5亿的目标。,运输设备,通用设备，轨交设备Ⅱ
    中国中车在互动平台表示：股价受多种因素影响，目前，公司基本面未发生重大变化，生产经营稳定。      ,运输设备,运输设备
    【金卡智能：控股股东解除质押2500万股】11月18日讯，金卡智能公告，公司近日接到公司控股股东浙江金卡高科技工程有限公司(“金卡工程”)的通知，金卡工程与招商银行办理了部分股份解除质押手续，解除质押2500万股，占其所持股份比例27.06%。      ,仪器仪表,通用机械
    11月24日讯，汉钟精机(002158)股价今日报收15.62元，涨幅为上涨1.89%，成交额为1.77亿元，换手率2.14%，收盘价创近半年内收盘新高。      ,通用机械,通用机械
    【诺力股份：控股股东减持完毕 累计减持0.99%股份】12月29日讯，诺力股份公告，截至2020年12月29日，控股股东、实际控制人丁毅此次减持时间区间已届满，其于2020年6月30日-7月1日通过集中竞价方式减持公司股份265.424万股，占公司总股本的0.99%。此次减持计划实施完毕，丁毅仍持有公司股份7256.7657万股，占公司总股本的27.2%。      ,专用设备,通用机械
    12月31日讯，纽威股份(603699)股价今日报收12.49元，涨幅为下跌0.16%，成交额为0.4亿元，换手率0.43%，收盘价创近半年内收盘新低。      ,通用机械,通用机械
    7月21日讯，汉威科技在互动平台回复郑州暴雨影响时称，经过公司一天一夜的防汛排水工作，目前公司园区情况已恢复正常，公司的生产经营情况没有受到不利影响，预计明后两天将逐步恢复正常。定向增发的进程也并不会受到影响，目前正在按计划正常推进中。郑州，河南。      ,仪器仪表,通用设备
    8月24日讯，黄河旋风公布的最新两融数据显示，公司8月23日融资余额为5.19亿元，与前一日相比增加2510.29万元，增加比例为5.08%，当前融资余额占流通市值的比例为5.86%。该股最近5个交易日融资余额增加1692.88万元，增加比例为3.37%。      ,通用机械,通用机械
今天8时许，10台满载凿岩设备整机及配件的运输车辆，从位于长沙经开区的山河工业城驶出，即将远渡重洋，开赴非洲市场，为“一带一路”建设贡献中国力量。          山河智能在凿岩领域拥有深厚的技术积淀和先导式创新理念。本次批量发货的一体化潜孔钻机，集岩石自适应控制、智能共底控制、山河祥云物联管理平台于一身，兼具智能、高效、可靠、环保、节能、安全等优势。          去年3月，中国能源建设集团与山河智能开始合作。此次发货的设备将跟随中国能源建设集团旗下公司参与纳米比亚的湖山铀矿项目建设。湖山铀矿项目是中国在非洲最大的单体实业投资项目，成为中非合作的标志性建设工程。          “非洲气候特殊、路途遥远，山河智能的设备技术过硬，作业可靠、服务有保障。”中国能源建设集团电子商务有限公司客户代表高登山表示，未来，中国能建与山河智能还将在技术研发、装备平台和商业模式建设以及国际业务等方面加深合作。      ,专用设备,专用设备
    事件描述          2021年10月28日，龙净环保发布2021年三季报，前三季度公司实现营业收入82.37亿元，同比增18.25%；归母净利润6.93亿元，同比增21.0%；Q3实现营业收入33.6亿元，同比降0.10%；归母净利润2.89亿元，同比降21.86%。          事件评论          业务已恢复正常推进，疫情致去年Q3高基数而造成单季度业绩下行。2021前三季度收入82.4亿元，略超过2019年前三季度的78.6亿元，说明公司经营已恢复增长态势；2020Q1-2021Q3收入增速分别为-7.4%、-25.5%、-1.8%、4.7%、26.1%、42.1%、-0.10%，整体呈现逐季恢复态势，2021Q3单季度的下行，推断为去年上半年相近进度推进滞后，故Q3确认较多而形成高基数，2021Q3收入环比高于Q2的29.7亿元，同样反映Q3向好趋势。公司拿单能力有所恢复，2021Q1-Q3新增订单82.5亿元，高于2020Q1-Q3的72.0亿元。公司2021Q3末在手订单达205亿元，处于历史较高水平，对后续业绩形成支撑。          2021Q1-Q3毛利率小幅下行，费用率有所下行。2021Q1-Q3毛利率为22.7%，同比降0.6pct，推测主要源于：1)钢材等原材料价格上涨是主因；2)运营业务毛利率较高，2021H1达37.4%，其毛利贡献比例持续提升，降低毛利率的降幅。2021Q1-Q3期间费用率为12.6%，同比降0.8pct，显著低于2020年同期水平，恢复到2019H1水平，主要受收入波动影响。          收入大幅增加致收现比下降，负债率略有下行。公司2021Q1-Q3收现比为66.1%，同比降18.9pct，推断主因为2021Q1-Q3收入同比增速较快，达18.25%，而行业本身存在一定的账期，造成收现比的阶段性下行。2021Q3末，公司资产负债率为74.4%，同比降0.8pct，其中主要是合同负债和应付账款较高造成，有息负债率仅为20.0%。          立足大气，多元化发展，提升运营业务比例。公司近两年在水治理、智能输送等方向不断暂获订单；且VOCs、污泥干化等方向也有所突破。目前垃圾焚烧业务在手项目合计规模达4700吨/日；危废业务预计2021年开始部分投运陈庄项目、中滨项目。          盈利预测与估值：预计公司2021-2023年实现营收115.5/126.4/136.0亿元，同比增速分别为13.5%/9.42%/7.58%，归母净利润9.01/10.88/12.77亿元，同比增速分别为28.2%/20.7%/17.4%，对应PE估值9.6x/8.0x/6.8x，维持“增持”评级。          风险提示          1.回款风险：非电业务回款情况不及电力行业，需加强对回款的控制；          2.非气业务的拓展存不确定性，且通过收购跨入新的领域，存一定的整合风险。      ,专用设备,专用设备
    12月7日电，有投资者问，公司作为装备制造细分行业的领军企业，有没有向新能源行业拓展的愿景和规划？          长荣股份在互动平台表示，公司会不断加大在新能源装备领域的投入，拓展业务空间和业务领域，努力提升公司整体价值。      ,专用设备,专用设备
    【正业科技：控股股东拟增持0.4%-0.8%股份】12月9日电，正业科技公告，控股股东合盛投资计划于本公告披露之日起6个月内，通过集中竞价交易系统使用自有资金或自筹资金增持公司股份，拟增持股份比例不低于公司股本总数的0.4%，不高于公司股本总数的0.8%。拟增持价格不设置固定价格或价格区间。      ,仪器仪表,通用机械
"    2022年2月20日,以“领航2022「乘势高增长·聚力赢市场」”为主题的2022年罗兰西尼全国营销峰会于佛山南海保利假日皇冠酒店隆重召开。罗兰西尼董事长熊志斌先生、副董事长熊林勇先生、董事长助理熊茶垅先生、营销中心总经理田谏先生、各中心高管及广州建众企业管理咨询有限公司执行总裁刘瑾、全案事业部总经理李建刚、战略顾问张建成和孙胜老师等多位咨询专家,中国航天科技集团航天运载工程系统专家级顾问、长征系列运载火箭总体工艺师王金山先生、北京航天河科技发展有限公司总经理于珉等多位特邀嘉宾,以及来自全国各地的经销商家人们齐聚一堂,回顾过往,展望未来,乘时代之势,聚合作之力,向新未来出发!2021年由于疫情,家居建材行业受到了前所未有的冲击,在外在条件并不向好的情况下,2021年罗兰西尼逆势增长,取得了非常瞩目的成绩,今天我们齐聚一堂回望过去,不仅要好好总结已经过去的2021年的得与失,更重要的是展望未来,规划2022,领航2022,乘势高增长,聚力赢市场,我们满怀信心,斗志昂扬!成大事者立心立行会议伊始,董事长熊志斌先生深度剖析了罗兰西尼未来三年的战略目标。熊董表示未来三年,志在构建更强大的总部与经销商,在攻坚门店、升级硬件、引进人才等方面加大投入,构建厂商一体的命运共同体,实现持续盈利,共创更好的罗兰西尼!泛家居建材行业实战派专家、广州建众企业管理咨询有限公司执行总裁刘瑾先生与我们分享了市场转型期的经营智慧,也给在场的经销商开拓了转型思路。          营销中心总经理田谏先生进行了年度战略发布,并对以自身在营销领域的多年见解、体会与感悟,为罗兰西尼与经销商家人们在2022年实现高增长找到了更加可行的路径与方法。          航天门窗材料实验室正式成立非常荣幸邀请到中国航天科技集团航天运载工程系统专家级顾问,长征系列运载火箭总体工艺师王金山先生出席本次峰会。通过王金山先生的分享,我们深刻感悟到我国航天,既朝着广袤无垠的星辰大海前进,也脚踏实地向着惠及人民的方向努力。          此次峰会上,广东罗澜西尼家居科技有限公司联合北京航天河科技发展有限公司正式成立航天门窗材料实验室。罗兰西尼董事长熊志斌先生、副董事长熊林勇先生、董事长助理熊茶垅先生、营销中心总经理田谏先生、中国航天科技集团航天运载工程系统专家级顾问,长征系列运载火箭总体工艺师王金山先生、中国航天科技集团五院五一四所北京航天河科技发展有限公司总经理于珉先生、中国航天基金会品牌推广中心副主任李强先生、厦门想象数科营销中心总经理李可欣女士等嘉宾领导出席了启动仪式,与在座的各位经销商家人们共同见证了这具有门窗行业跨时代意义的航天门窗材料实验室成立!此次,罗兰西尼联手航天河公司共同成立“航天门窗材料实验室”,坚持以“强企报国,科技惠民”为己任,持续攻关前沿尖端技术,对接经济社会发展需求,服务人民对美好生活的向往,在更高层次、更广范围、更深程度上实现科技创新,让更多、更好的科技技术服务于国计民生,走进千家万户。          中国航天科技集团五院五一四所北京航天河科技发展有限公司总经理于珉先生与我们分享航天门窗材料实验室的成立,将为航天技术成果推广与应用提供更为有力的支撑。          赋能成长蓄势前行在当今激烈的市场竞争中,品牌代表着企业的竞争力,品牌总监张华先生发布的品牌战略从罗兰西尼的基因出发,更是化作利刃,给经销商突出重围提供了强大助力。          品牌与品牌之间的争夺,往往是在营销阵地上进行厮杀。我们罗兰西尼营销中心更是人才辈出,招商部、建店部、品牌部、销售部、商学院共同铸就了我们罗兰西尼的营销铁军。          通过研发中心负责人蒋楠先生进行的2022年新品发布战略,我们对新品充满期待,相信我们一定会为经销商给消费者推出不断更新迭代、更加符合市场要求、不断突破的新产品。          在制造中心总监刘毅先生对2022年罗兰西尼制造战略的解读下,我们更加清晰地认识到罗兰西尼将继续聚焦工业4.0,以可信赖的产品质量、强大的生产交付能力,将不断为各位经销商家人抢占市场输送枪支弹药。          飞狮腾飞荣耀共创2021年,在董事长熊志斌先生的倡议下,罗兰西尼飞狮会正式成立。这是一个由罗兰西尼最优秀的经销商组成的组织。在过去一年的时间里,各位飞狮成员以利他之心,输出罗兰西尼R6经营模式,为广大经销商的经营升级和优化做出了极大贡献;以勇为人先的担当,在各自的市场中名列前茅,在2021年业绩贡献占了半壁江山。          2022年,罗兰西尼总部将投入更多的人力、物力、精力,致力于罗兰西尼飞狮会的建设与运营的迭代。罗兰西尼优商项目牵头人、广州建众高级咨询师李江波老师给我们解读了罗兰西尼飞狮会2022年的规划与部署。          乐于分享,彼此成就是飞狮会成员的共性,也是罗兰西尼的共性。在会议中,邀请了罗兰西尼四位优秀经销商代表与罗兰西尼广州建众项目组、高级咨询师孙胜老师与大家一同分享业绩增长方面的心得和策略。          颁奖盛典荣耀时刻向同一个目标努力,朝同一个方向前进。在过去的一年里,罗兰西尼涌现了一大批优秀的经销商家人朋友们,他们是罗兰西尼前进路上的坚实力量,以坚定的信心向前奔跑。在疫情影响下,他们无惧挑战,实现业绩逆势增长。在主持人的颁奖词中、在现场热烈的掌声中,获奖者纷纷踏上舞台享受着属于他们自己的荣耀时刻。          2021年度罗兰西尼系统门窗业绩突破奖2021年度罗兰西尼系统门窗年度新锐奖2021年度罗兰西尼系统门窗业绩卓越奖2021年度罗兰西尼系统门窗全国业绩季军奖2021年度罗兰西尼系统门窗全国业绩亚军奖2021年度罗兰西尼系统门窗全国业绩冠军奖臻享晚宴欢乐时光现场精彩的乐队表演加上激动人心的抽奖环节,晚宴的高潮迭起。一年的辛苦换来了今天的举杯同庆,在这场罗兰西尼与经销商家人们的家宴中,觥筹交错,畅所欲言,共同享受此刻的欢乐时光!到此,以“领航2022「乘势高增长·聚力赢市场」”为主题的罗兰西尼2022年全国营销峰会圆满落幕了。每位经销商家人都带着高昂的斗志、明确的目标、清晰的战略回到各自奋斗的战场,向高增长前进!相信通过我们全体罗兰西尼人的通力合作、协同奋进、开拓进取。罗兰西尼,未来可期!2022年,罗兰西尼来了!      ",通用设备,家居建材，通用机械
"    伟隆股份发布2021年度分红派息实施公告，拟每10股派发现金红利3.5元(含税)，此次分红派息股权登记日为2022年5月26日，除权除息日为2022年5月27日。          截至2022年5月19日收盘，伟隆股份(002871)报收于11.25元，上涨9.97%，已连续涨停2天，换手率6.99%，成交量6.19万手，成交额6843.48万元。资金流向数据方面，5月19日主力资金净流入1240.53万元，游资资金净流入1587.93万元，散户资金净流出258.35万元。   伟隆股份主营业务：从事给排水阀门产品的设计、研发、生产和销售,为城镇给排水系统、消防给水系统、空调暖通系统以及污水处理系统等下游应用领域提供产品及解决方案。公司董事长为范庆伟。公司总经理为李会君。 ",通用机械,通用机械
    钢矿产业链近期呈现现实弱、预期强的市场格局。印度周末大幅增加出口税，印矿供应窗口或关闭，而澳洲巴西等主流矿商供应量处于较低水平尚未恢复；需求端，国内宏观政策及疫情防控利好不断，市场对未来钢材需求信心有所提振，但实际消费改善缓慢，市场交投依旧偏弱。          有行业分析人士对记者表示，市场供需双弱，钢材价格不断下跌，部分品种已经亏损，后市供需都有恢复预期，但仍需注意疫情影响。          5月22日，印度政府出台针对钢铁原料及产品的进出口税调整政策，将铁矿石、球团等产品税上调至45%-50%不等。受此消息影响，周一国内铁矿石期货主力合约价格大涨超4%。          对此次印度铁矿出口税调整，上海钢联铁矿事业部研究总监席荷中对记者表示：“前4个月，我国从印度进口铁矿石总量536万吨，占总进口量的1.57%。根据C1现金成本和海运成本推算，在当前价格水平下仅部分西海岸低成本矿山存在出口利润，新出口税的扰动还是非常大的。对我国的实质影响，我认为其更多的是短期的供给扰动，不影响供需平衡长期走向宽松的判断。”从国内炼钢产业链来看，国内铁矿石生产企业多数覆盖范围和核定产能有限，此次印度铁矿石“缺席”，对多数国内矿商并无影响。          有矿企人士对记者表示，产能都是核定的，最多可以通过技改从尾矿中提高一些回收率。而上市公司方面客户也相对固定，记者以投资者身份致电金岭矿业获悉：“公司产品覆盖范围主要面向山东地区钢企，客户比较固定。”此次印度提高铁矿石等产品出口税并非其首次对大宗商品出口“下手”，此前印度就曾停止小麦出口，各国对重要大宗物资的重视程度不断提高。东吴期货行业分析师朱少楠对记者表示：“国内进口印度铁矿石在总进口量中占比并不大，但应当注意近期一些资源国提高税、限制出口现象频频发生，或将形成一种新的国际环境趋势。”有钢铁行业人士也对记者表示出类似的担忧，认为虽然印度铁矿石只占我国进口总量的3%，但该国出口政策的变化可能牵涉到全球产业链格局重塑，对市场心态有所影响。          对铁矿石后市供需情况，席荷中分析道：“当前铁矿石供需已处于最紧的时期，预计这一趋势逐步缓解，我们依然维持铁矿石港口库存降库速度于6、7月放缓，并且从8月开始持续累库的判断。”4月份信贷及地产、基建数据均不乐观，现实需求与预期同步走弱。但近期政策利多频出，变相降息落地和各地地产政策松绑加强了市场对下游地产政策回暖的预期。在昨日新一轮国常会中，也提出多项基建投资、制造业、房地产相关经济提振政策，宏观政策利好不断，提振市场对未来钢材需求的信心。          目前虽然上海已陆续安排复产复工计划，但下游实际消费改善仍需一定时间，当前市场复苏缓慢，交投依旧偏弱。当前Mysteel样本社会库存总量在1200万吨左右，近期仍维持缓慢去库趋势。          上海钢联钢材研究员崔修铭对记者表示：“就下游反馈情况来看，目前疫情对建筑业施工进度的影响仍在持续，但影响力度在不断减弱。5月份以来，Mysteel调研国内202家大型矿山企业砂石总出货量、国内500余家混凝土产能利用率以及发运量均处于增长态势，反映房建、基建需求复苏，但是下游资金紧张局面仍未得到有效缓解，项目落地速度依旧偏慢。”崔修铭补充道：“上海近期逐渐恢复，前期滞后的需求在6月份大概率会体现出来，但是恢复速度可能会偏慢，下游施工项目来看较前期变化不大，房建项目整体仍处于停工阶段，后期完全解封后存量需求存在回补预期，但增量空间目前尚不明确，预计6月钢价整体仍维持低位震荡态势。”朱少楠认为，随着6月份上海开始复工，政策逐渐向好，经济逐步恢复增长，不必对后市悲观，但是需要重点关注各地疫情情况。          值得注意的是，此次印度调整铁矿石出口税的同时，也将部分钢材品种出口税提高至15%。唐山悦欣钢铁负责人刘华杰对记者表示：“印度钢材出口税的上调，给我国钢材出口带来替代性机会，尤其是冷轧。”,专用设备,金属制品
    7月22日电，三川智慧公布的最新两融数据显示，公司7月21日融资余额为3.74亿元，与前一日相比增加1819.16万元，增加比例为5.11%，当前融资余额占流通市值的比例为5.94%。该股最近5个交易日融资余额增加2399.83万元，增加比例为6.85%。          融券余额为5.91万股，与前一日相比增加5.23万股，增加比例为769.12%，当前融券余额占流通股的比例为0.01%。该股最近5个交易日融券余额增加4.97万股，增加比例为528.72%。      ,通用设备,通用设备
