input,response,output
"公司2022年Q1实现营业收入20.65亿元，同比+15.65%，营业收入实现持续稳定增长，主要原因为市场订单增加，公司交付能力提升。实现归母净利润2.08亿元，同比+174.95%，实现超预期增长，主要原因为成本费用增幅小于营业收入增幅，利润率得到提升。实现扣非净利润2.06亿元，同比+185.53%。　　2022年Q1公司实现销售毛利率28.55%，同比+4.14pcts；期间费用方面，期内公司发生销售费用(0.17亿元，-21.52%)，管理费用(1.47亿元，+6.04%)，财务费用(0.07亿元，-71.87%)，研发费用(0.57亿元，+10.39%)，期内公司期间费用率11.04%，同比-2.27pcts，创历史新低，公司提质增效工作成果显著。受此影响，销售净利率达到10.95%，同比+5.15pcts，公司盈利能力显著提升。　　我们认为，公司有望迎来产品结构优化带来的产能利用率提升(小批量、多品种影响产能调配)，同时叠加新品爬坡后规模效应下边际成本下降(包含了固定成本的分摊减少及因制造升级带来的可变成本下降)，盈利能力在放量的基础上未来或将进入持续改善轨道。　　合同负债同期增长1579.17%，产品交付或将提速　　期末公司预付款项达3.88亿元，较上期末+29.14%，较上年同期增长53.25%；合同负债达5.93亿元，较上年同期增长1579.17%，表明公司在手订单充足，产业链高景气持续增强，产品交付速度或将持续提升，盈利能力有望进入持续上升轨道。　　增资安吉精铸，加快推进锻铸造行业产业布局　　公司3月14日发布公告拟通过向北京产权交易所公开摘牌的方式增资参股公司航空工业安吉，以现金对航空工业安吉增资5,000.00万元。我们认为，此次增资有助于加快推进公司在锻铸造行业的产业布局，提高锻铸业务整体的核心竞争能力，成为高端锻造、铸造、增材制造的整体解决方案服务商。同时能帮助安吉精铸提升关键核心产品的制造工艺水平和生产能力，做强精密铸造主业，并改善股东结构，优化资源要素配置，提高经营稳健性和抗风险能力。　　新增产能释放在即，飞机&航发锻件扩张性需求驱动工期业绩高增长　　公司作为航空锻造龙头企业，生产飞机机身机翼结构锻件、航空发动机盘轴类和环形锻件、航天发动机环锻件、中小型锻件，或将充分受益于锻件需求扩张趋势。为了迎接军用航空器武器装备换装和国产民机发展的双驱动高景气周期，公司分别于2018年和2021年募集资金13.27亿和19.1亿元，用于先进锻造、民用航空环形锻件、关键液压基础件配套、高效热交换器、航空精密模锻和等温锻造生产线项目建设，以提高公司航空精密模锻件研制、生产配套能力，实现公司产业转型升级，满足国内军用飞机、商用飞机及国际商用飞机大型精密模锻件市场需求。随着公司募投项目在2022-2025年陆续完工达产，公司生产能力将得到提升，进一步巩固并加强公司在锻造领域的行业龙头地位。",军品业务波动的风险；原材料供应的风险；募投项目进展及收益不达预期的的风险等。,市场需求波动风险；原材料价格上涨导致成本压力；新产能释放不及预期影响交付能力；行业政策变化带来的不确定性风险。
　　事件描述　　中科电气发布2021年年报及2022年一季报，2021年实现收入21.9亿元，同比增长125.3%，归属净利润3.65亿元，同比增长123.1%。可推算，2021Q4收入8.1亿元，同比增长141.7%，环比增长43%；归属净利润1.15亿元，同比增长123.6%，环比增长26%。2022Q1公司收入8.6亿元，同比增长161.6%，环比增长6%；归属净利润1.29亿元，同比增长91.3%，环比增长12%；扣非净利润为1.4亿元，同比增长117.4%，环比增长27%。公司业绩好于预期。事件评论　　从2021年度来看，公司负极销量5.9万吨，同比增长145%，保持高于行业的增速实现份额提升。锂电材料毛利率为26.6%（石墨负极口径为27.0%），单吨毛利0.87万元，同比下降0.2万元，不过考虑到公司将运输费用计入成本，预计影响0.07万元/吨，还原后略有下降，主要是受石墨化价格上涨，同时公司石墨化产能阶段性错配导致自供率下降所致。负极子公司全年贡献净利润3.1亿元。此外，公司连铸EMS、起重磁力设备等装备业务实现收入2.63亿元，同比增长25.7%，保持可观增长；全年其他收益0.4亿元，投资收益0.2亿元，减值损失约0.1亿元。　　从季度情况看，公司2021Q4负极出货约1.9万吨，单价约3.8万元/吨，环比抬升在15%左右，成本上行带动的涨价开始逐步传导；单吨毛利在考虑运费还原后约为0.95万元，基本恢复至2021H1的水平；单吨净利预计达到0.54万左右，负极贡献净利润1亿元以上，其他业务及损益贡献0.1-0.15亿元。2022Q1预计负极出货1.9-2万吨，预计价格环比仍有5%左右的提升，是负极供需紧张及成本上涨的进一步体现，带动单吨净利超过0.6万，贡献净利润1.2-1.3亿元，其他业务贡献0.1亿元左右，此外公司一季度非经常性损益为-0.1亿元（主要是深创投前期投资的预提费用）。　　其他财务数据方面，公司2021年经营性现金流净额为-8.6亿元，2022Q1为-4.5亿元，主要原因是负极石墨化供应紧张的背景下，公司保留较高的在产品及锁定生产能力的考虑，反应在资产负债表上是存货在2021年末、2022Q1末分别增加至8.55、12.65亿元，同时预付款项分别达到2.99、5.58亿元。　　展望来看，2022Q2公司将迎来量利进一步向上的拐点，石墨化4.5万吨产能有望于2022Q2逐步形成贡献；长沙5万吨成品产能也将于2022Q2建成投产，公司二季度出货量及单位盈利均有望环比上行。2022年底公司贵安一期6.5万吨、曲靖一期5万吨有望投产，成品产能将达到25.7万吨，石墨化产能也将达到21.3万吨。此外公司通过海达布局原料及预处理环节，将在2023年贡献10万吨增量，进一步带来成本改善。继续推荐短期迎来量利拐点，中期产能加速扩张、客户结构进一步优化的中科电气。,"1、锂电行业需求不达预期；
2、负极行业竞争格局恶化。",原材料价格波动风险；产能扩张进度不及预期；市场需求变化导致销售不确定性；经营性现金流持续为负可能影响资金链稳定。
"　　事件概述：公司公告，2022年Q1公司实现收入8.09亿元/yoy+59.62%，实现净利润1.45亿元/yoy+84.04%，归母净利润1.46亿元/yoy+85.74%,扣非归母净利1.24亿元/yoy+61.82%.非经常性损益主要系理财投资收益+政府奖励。　　线上+线下多渠道运营，叠加品类拓展驱动收入高增。分渠道：1）线上在抖音/京东/快速增长，在流量分流背景下公司在淘宝渠道收入同比实现50%+的增长，私域运营沉淀复购，预计营收yoy50%+；2）线下OTC渠道收入yoy+160%,目前共覆盖29000家（2-3千家为2022Q1新增）OTC网点，屈臣氏营收yoy+40-50%。此外，公司在品牌店建设上顺利推进。分产品：据公司业绩会会议，大单品特护霜/防晒/修护精华销售额维持增长，冻干面膜销售额超3千万，美白/修红新系列产品销售额高增。此外，公司2022Q1持续上新品+新营销赋能：1）上新三款重磅产品，轻颜瓶/光透皙白淡斑精华/光透皙白淡斑精华液次抛；2）丰富私域“玩法”-年货节、情人节、女神节、踏青节活动，积极赋能私域运营；3）积极品牌营销，聘任张钧甯为防晒代言人渠道打造逻辑合理+产品实力雄厚且矩阵丰富双轮驱动2022Q1业绩高增，2022Q2预计在5.25护肤日和6.18购物节上产品仍将放量。　　高质量盈利能力延续，净利率水平进一步提升。销售毛利率为77.82%/yoy-0.32pct，销售净利率为17.99%/yoy+2.42pct，毛利率略降主要系疫情致防疫成本和退货上升，叠加面膜系列相对低毛利产品销售快速增长所致，2022Q1公司销售/管理/研发费用为3.88/0.61/0.31亿元，yoy+66.52%/+48.78%/+34.78%,对应销售/管理/研发费率为48%/7.6%/3.8%，yoy+2.1pct/-0.4pct/-0.7pct。存货周转天数238.35天，同增24.73天；应收账款周转天数28.36天，同减2.11天；应付账款周转天数149.78天，同增43.2天。　　WINONABaby和AOXMED子品牌值得期待。2021年公司新品牌“WINONABaby”成为儿童护肤领域的“黑马”，2022Q1贡献营收近3000万元，预计全年将在延续高速增长态势。公司赋予新品牌“AOXMED”重要战略意义，品牌定位高端直面海外大牌，据公司业绩会会议，今年线下有望在华南和华北布局400-500家终端医美机构。此外，公司将长期布局专注于皮肤修护的“BeautyAnswer”品牌，以进一步实现细分市场的扩展，有望带来新的业绩增长点。　　","疫情再扩散, 宏观经济下行。",线上渠道流量分流风险；线下渠道扩张速度不及预期；新产品市场接受度不确定；疫情影响导致防疫成本上升及退货率增加；存货周转天数延长可能影响资金流动性。
"　　1Q22收入稳健增长，净亏损同比收窄　　公司1Q22年实现营业收入23.22亿/yoy+0.97%，主要系境外酒店稳步复苏；实现归母净利-1.2亿，扣非净亏损2.18亿，归母净利润亏幅同比收窄6,268万，主要系动迁补偿所得。我们下调22/23/24年EPS 至0.26/1.66/2.47元，考虑多地疫情爆发管控升级，RevPAR复苏或有所延后，下调目标价至63.08元，对应38X 23PE（可比公司23年Wind及Bloomberg一致预期PE均值30X，供给出清，公司规模领先，改革提效，给予溢价，前值65.73元），维持“买入”。　　境内恢复仍具挑战，境外经济活动恢复，边际向好　　1Q22酒店业务收入22.64亿/yoy+6.14%，其中境内/境外收入分别为16.91亿/5.72亿，yoy分别为-8.23%/+46.12%。境内疫情持续扰动，本轮病毒传播力变强，且涉及华南、华东等公司战略核心区域，管控升级对核心区酒店经营产生正面冲击。1Q22锦江境内中端/经济型/整体RevPAR同比下滑15.89/3.73/10.69%，恢复至19年的64.65/65.46/72.62%，韧性好于行业整体。据STR，1Q22中国酒店RevPAR仅为19年的61%。境外疫情影响边际减弱，收入加速改善。受益政策松绑，生活渐入常态化，出行需求复苏，1Q22境外整体RevPAR恢复至19年的79.77%。　　产品结构持续优化，组织力改善明显　　1Q22新开/净开酒店232/144家，开店节奏环比收窄。公司轻资产战略稳步推进，加盟/直营分别+148/-4家。结构持续换挡升级，1Q中端酒店净增142家，占比较21年底提升0.63pct至52.61%。中端品牌维也纳系列/丽枫/希岸分别净开70/15/13家。公司持续聚焦数字化转型、精细化管理、信息化赋能，1Q22销售费用率环比下降2.98pct至6.84%，环比改善明显。短期看疫情仍然严峻，出行需求恢复不确定性上升，酒店盈利仍存挑战。长期看公司深化多方位改革，品牌形象升级和组织力提升扩市占、稳地位，或带动盈利能力稳步上行。　　短期疫情反复压制需求，长看行业出清&改革提质，维持“买入”　","疫情复发风险；需求不达预期风险；市场竞争加剧风险。
",短期内疫情反复导致出行需求不确定性增加；境内酒店业务恢复面临挑战，可能影响整体收入；竞争加剧可能导致市场份额波动；长期改革效果未必如预期，盈利能力提升存在风险。
"　　2021年业绩受商誉减值拖累，1Q22设备确认恢复，维持“买入”评级　　盈康发布业绩（重述后）：1）2021年收入10.9亿元（+5.9%yoy），归母利润亏损3.6亿元（此前公司业绩预告亏损范围3.0-3.7亿元），主因设备板块销售台数偏少及玛西普商誉减值4.5亿影响；2）1Q22收入2.7亿元（+10.7%yoy），归母净利润2,411万元（+30.6%yoy），主因1Q设备确认推高收入/利润。考虑医院板块稳健/设备确认恢复，我们看好年内同口径收入增速超20%，下调22-23年摊薄EPS至0.32/0.48元（前值0.44/0.85元），给予24年EPS预测0.65元，22年PE34倍（可比公司Wind一致预期22年PE40倍，因公司处成长期给予15%折价），目标价10.81元(前值22.88元)。　　存量医院：友谊受益三甲效应，看好友方聚焦放疗　　医院板块2021收入10.3亿元（+20.6%yoy），1Q22收入实现小幅增长达2.4亿元，我们预计22年该板块仍有望实现20%左右增速，主要驱动有：1）友谊医院预计全年收入增速恢复至近20%（1Q22增速约11%），主因升三甲后患者爬坡和床位扩容的推动；2）重庆友方22年收入有望提速（1Q22增速约6%），主因新入驻TOMO刀和PET-CT设备，引入肿瘤名医聚焦放疗业务；3）杭州怡康/长春盈康/长沙盈康21年1-3Q完成剥离，年内贡献收入约2,200万，利润亏损约3,300万，22年预计不再影响业绩。　　增量医院：苏州广慈稳健增长，托管医院年内贡献收入　　新医院方面：1）新并入医院：苏州广慈看好22年恢复至双位数收入增长（1Q受疫情影响收入略下滑），看好后续随着II期投产（新增800张床位，公司指引2H22投产），升级三甲医院及引入放疗业务，有望实现收入和毛利率双升；2）托管医院：公司于今年1月和3月正式收取运城医院、永慈医院托管费用（都为5%托管费用率），看好年内合计为公司贡献约4000万托管收入；3）后续医院：我们仍看好盈康年内持续推进“1+N”区域旗舰医疗中心战略，具备潜在体外医院整合和第三方并购预期。　　医疗设备：21年收入确认较少，看好22年逐步恢复　","医院新建或并购节奏不达预期, 设备新品研发上市和销售延迟。
",设备销售不及预期导致收入波动；商誉减值风险仍然存在；新医院开设及托管进展不及预期；政策和市场环境变化可能影响医院业务增长。
 归母净利润同比增长64.03%公司业绩迎开门红。根据披露的一季报，公司Q1实现营业收入289.52元，同比下降-9.65%，环比下降-4.48%，实现归母净利润6.28亿元，同比增长64.03%，环比下降-3.68%，实现扣非归母净利润6.49亿元，同比增长94.02%，环比增长14.36%。　　高硫酸价格及高加工费释放公司盈利潜力。虽然受疫情影响，3月下旬公司生产受到一定阻碍，营收同比、环比均小幅下降，但是得益于目前的高硫酸价格以及高铜精矿加工费，公司Q1盈利情况良好，利润增幅显著，毛利率同比提升0.5%至4.95%。由于硫磺价格高企以及下游磷肥需求旺盛，一季度末铜陵有色硫酸报价980元/吨，与年初相比上涨108.51%，公司利用铜冶炼尾气来制取硫酸，产能近500吨，成本约为150元/吨，成本优势明显；同时，由于海外铜矿产能释放以及国内冶炼产能收缩，22年长单TC/RCs结束下降趋势，现货TC/RCs持续回升，CSPT敲定二季度铜精矿现货80美元/吨的指导价，利好公司铜冶炼业务。两种因素叠加，公司业绩有望持续受益。　　铜冠铜箔成功上市，产能稳步扩张。铜冠铜箔目前拥有产能4.5万吨，其中PCB铜箔产能2.5万吨/年，锂电铜箔2万吨/年，IPO募投项目建成后，产能将扩张至5.5万吨/年。受益于下游高景气度，铜箔加工费持续上涨，目前8微米、6微米、4.5微米锂电铜箔加工费分别达37000、48000、75000元/吨，并且产品供不应求，未来业绩贡献值得期待。　　米拉多铜矿生产状况良好，注入预期强烈。米拉多铜矿生产稳定，与周边社区关系良好，2021年产铜量8.92万吨，实现销售收入9.07亿美元，预计2022年产铜量有望达10万吨以上；二期建设完成后，产量有望达20-23万吨，大幅提升公司原料自给率。根据集团不竞争承诺，米拉多铜矿注入预期强烈，若顺利注入，上市公司层面铜矿储量及产量大幅增长，有望成为铜行业龙头企业。　　,铜价下降米拉多铜矿注入进展不及预期硫酸价格回调铜矿供应波动,原材料价格波动风险；市场需求不及预期导致销售下滑；政策变化影响铜矿项目进展；行业竞争加剧可能压缩利润空间。
" 公司2021年实现收入148.36亿元，同比增长22.64%，归母净利润60.63亿元，同比增长51.43%。其中Q4实现收入36.88亿元，同比下降12.63%，归母净利润16.41亿元，同比下降8.93%。公司2022Q1实现收入29.39亿元，同比下降18.19%，实现归母净利润9.29亿元,同比下降32.12%。2021年中报分红30.03亿元，2021年年报分红18.77亿元。　　公司2021Q4楼宇媒体收入为33.51亿元，同比减少13.95%，影院媒体收入为3.25亿元，同比上升2.79%。2022Q1楼宇媒体收入为26.55亿元，同比下降18.15%，影院媒体收入为2.82亿元，同比下降16.85%。，2021Q4和2022Q1同比下滑主要在于教育类广告主的高基数效应和疫情导致部分广告主延迟上刊。　　营业成本下滑超过我们的预期，毛利抬升强化杠杆效应：2021年公司楼宇营业成本同比降低了4.9%，而点位同比增长8.3%，达到了267.3万块，主要由于技术推动人员优化造成职工薪酬的下降、部分资产折旧完毕和行业竞争放缓对于单栋点位成本更好的控制。公司2021Q4和2022Q1毛利率分别达到67.53%和63.37%。2022Q1毛利率下降主要由于上海和深圳疫情影响，只是短期下滑。2021Q4毛利率创下2018Q3以来的新高，杠杆效应进一步加强。　　消费类广告主占比的提升将进一步加强公司业绩稳定性：2021年日用消费类和娱乐休闲类广告主占比分别达到39%和7%，2020年占比为35%和6%，同比增长分别达到了35%和40%。消费类占比的持续提升将增强分众的业绩稳定性。消费类广告主不同于互联网广告主，其广告的投放战略极具规律性，消费类企业每年均有产品发布宣传的需求，其广告投放占营收固定比例，并不会像互联网企业出现较大波动。在2019年互联网广告主大幅下调广告投放时期，其消费类客户依然保持了21%的增长，由此可见只要消费类企业的营收不出现大幅下滑，其广告投放也将保持稳定。分众传媒和宏观经济周期波动相关性将逐渐减小。",宏观经济超预期波动、竞争加剧、回款不利,广告主需求波动风险；疫情影响导致短期业绩下滑；行业竞争加剧可能压缩利润空间；外部经济环境变化对广告投放的影响。
 公司业绩快速增长。2021年公司实现营收306.25亿元（+101.8%），归母净利润102.09亿元（+209.2%），扣非归母净利润101.84亿元（+206.5%）。自主产品实现收入96.97亿元（+707.61%），其中子公司龙科马实现营收84.19亿元，预计主要由新冠疫苗贡献；代理品种实现收入209.31亿元（+50.0%），其中4价和9价HPV疫苗全年分别实现批签发880万支（+21.9%）和1020万支（+101.5%），驱动公司业绩快速增长。　　2022年一季度实现现营收88.41亿元（+125.2%），实现归母净利润19.23亿元（+105.0%），扣非归母净利润18.96亿元（+101.2%），其中代理品种4价、9价HPV疫苗及五价轮状疫苗分别实现批签发211万支（+70%）、483万支（+280%）和324万支（+220%），预计2022年代理品种有望进一步放量。　　加大研发投入，管线进入收获期。公司坚持强化研发技术领先，不断完善产品布局，2021年研发投入金额达8.14亿元（+69.4%），目前拥有自主研发管线29个，其中16个处于临床阶段，形成结核、狂犬病、呼吸道病毒、肺炎、肠道疾病和脑膜炎等多个产品矩阵。母牛分枝杆菌获批并已完成25个省级单位招标准入，AC-Hib冻干三联苗准备报产，二倍体和Vero狂苗、四价流感疫苗以及15价肺炎球菌结合疫苗等处于ph3临床，研发管线逐步兑现。　　,HPV疫苗代理合同到期及销售下滑；冻干AC-Hib三联苗注册风险；母牛分枝杆菌疫苗销售不及预期；全球新冠疫情发生重大变化的风险等。,疫苗市场竞争加剧，可能导致价格下降；研发项目进展不及预期，影响未来产品上市；政策监管风险增加，可能影响产品审批和市场准入；市场需求波动，可能影响销售业绩的持续增长。
　　事件：　　公司发布21年报，全年实现收入14.09亿，同比增长15.4%；实现归母净利润6.80亿，同比增长18.2%，实现扣非净利润6.25亿，同比增长17.7%。归母净利润落在业绩预告中值，符合市场预期。此外，公司2021年度分配预案拟10派12元（含税），预计派现金额达2.75亿元。　　公司发布22年一季报，1Q22实现营业收入3.88亿，同比增长19.3%；实现归母净利润1.72亿，同比增长6.1%，实现扣非净利润1.65亿元，同比增长5.8%。归母净利润落在业绩预告中值。公司发布22年财务预算指标，预计22年实现营收15.5-16.9亿（yoy+10-20%），扣非归母净利润6.9-7.5亿（yoy+10-20%）。 IPTV基础业务稳步推进，增值业务实现付费率和ARPU双升。1）截止Q1末全国IPTV用户3.60亿，同比净增3517万，相比20年同期净增量2555万有明显提升（工信部）；截至21年末全省IPTV用户数同比净增379万，显著高于20年同期249万的净增量（广东通信）。新媒股份21年IPTV基础用户稳步增长至1958万（yoy+6.4%），IPTV基础业务贡献收入7.35亿（yoy+4.8%），高基数下增速放缓，但仍是公司业绩基本盘。2）IPTV增值业务21年实现收入3.46亿（yoy+17.3%），公司通过引入优质头部内容及精细化运营打造精品垂类内容，有效提升喜粤TV会员付费率和ARPU。　　OTT视听业务快速发展，积极拓展内容版权业务。1）21年OTT业务贡献收入1.9亿（yoy+21.4%），云视听用户达2.46亿（yoy+17%），其中云视听小电视用户增速近50%。我们认为随着爱奇艺、芒果及腾讯等长视频平台相继提价，公司凭借云视听系列差异化内容优势，OTT端付费率和ARPPU仍有提升空间。2）公司持续完善全产业链布局及向全国市场输出精品内容，21年推出《国乐大典》第二季、《技惊四座》第四季等国潮综艺，内容版权业务实现收入1.18亿（yoy+117%），未来有望成为增长新动能。　　1Q22加大内容投入和推广，现金流良好。Q1公司加大宣传，销售费用率同比提升1.9pct至4.0%，管理费用率、研发费用率同比略有下降。公司加大内容投入和推广使得净利率同比下滑5.4pct至44.2%。Q1现金流净额3.5亿，高于净利润水平，延续良好表现。,政策监管变化风险；合作方分成比例调整；版权投入效果不及预期。,外部市场竞争加剧，可能影响用户增长和付费转化率；内容版权成本上升，可能压缩利润空间；政策监管风险，可能对增值业务发展造成不确定性；高基数效应导致增速放缓，影响市场预期。
　　业绩回顾　　1Q22业绩低于我们预期　　公司公布1Q22业绩：收入27.27亿元，同比增长32.0%；归母净利润1.59亿元，同比下降34.3%，低于我们预期。营收增长而净利润下滑主要由于：1Q22天然气业务受国际能源价格持续上涨影响，天然气采购成本不断攀升，而受限于限价政策，公司出现天然气采购、销售价格倒挂现象。　　能源业务盈利承压，固废主业稳健发展。1）1Q22公司垃圾焚烧量/垃圾填埋量同比提升19%/87%至244/15万吨，带动固废处理收入/净利润同比增长38.4%/69%至15.13/2.48亿元；2）能源业务收入同比增长35.8%至8.28亿元，由于天然气采购成本攀升至售价倒挂，能源业务净利润亏损约1.6亿元。3）排水业务收入增长42.9%至1.47亿元，主要由于补确认部分污水处理厂过渡期间污水处理结算收益，污水管网运营收入增加。　　期间费用率有所优化，经营性现金流承压。1Q22公司期间费用率同比下降2.5ppt至11.4%，优化明显；1Q22公司经营活动产生的现金流量净额为-1.12亿元，主要由于：1）能源业务1Q22同比出现较大亏损；2）应收账款回款未有明显改善；3）执行解释第14号及相关列报规定，将与形成其他非流动资产相关的投资活动产生的现金支出调整至经营活动产生的现金支出。如剔除解释第14号的影响，经营活动产生的现金流量净额约为1亿元，同比下降79.0%。　　发展趋势　　固废主业快速增长，能源业务边际好转。一季度，常德垃圾焚烧发电项目开始试运营。截至2022年3月底，公司生活垃圾焚烧发电合计规模34150吨/日，其中已投产项目规模为25550吨/日，在建项目规模3350吨/日。我们认为公司主业发展依旧稳健。能源业务方面，2022年4月，公司天然气购、销差价倒挂情况得到扭转，我们认为后续大幅拖累业绩可能性相对较小，主业表现稳健情况下，我们仍积极看好公司长期价值。 ,"补贴政策导致盈利能力下滑风险, 燃气价差承压, 项目进展不及预期。",能源价格波动风险；天然气采购成本持续上涨可能影响盈利能力；应收账款回款周期延长导致现金流压力；政策变化带来的不确定性风险。
　　要点　　事件：　　公司发布2021年年度报告及2022年第一季度报告，2021年公司实现营收333.15亿元，同增11.6%；实现归母净利润33.17亿元，同增16.75%。2022Q1公司实现营收70.76亿元，同增24.4%；实现归母净利润5.93亿元，同增68.97%。 低迷大环境下公司21年营收逆势平稳上涨，22Q1扣非净利高增。2021年公司实现营收333.15亿元，同增11.6%；实现归母净利润33.17亿元，同增16.75%。其中通讯用板/消费电子及计算机用板分别实现营收219.83/110.76亿元，同比变动-0.03%/+43.57%。　　2022Q1，公司业绩延续向上态势，实现营收70.76亿元，同增24.4%；实现归母净利润5.93亿元，同增68.97%；扣非归母净利润为5.9亿元，同增156.56%。　　公司业绩大幅提升主要系1）精细化运营控费成效显著，21年度及22Q1三费率分别较20年及21Q1同期下降2.88pct/0.77pct。2）研发红利显现，新产品不断推出，包括SLP、5G相关产品均顺利量产，MINILED背光等产品于21年成功推出且良率不断提升，成为公司营收及利润成长新动能。毛利率方面，受能源短缺加剧、大宗商品价格飙升等影响，公司21/22Q1毛利率分别小幅下降0.87pct/1.17pct。　　积极扩充产能，把握行业先机。软板方面，公司募投项目淮安柔性多层印制电路板扩产项目已投资完毕，2021年初规划的软板扩充投资计划也已全部投产，公司台湾高雄FPC项目一期投资计划也在持续推进中。模组组装方面，公司印度园区已于2021年下半年开始陆续投入生产，深圳第二园区第二期也在按计划推进中。硬板方面，公司募投项目秦皇岛高阶HDI印制电路板扩产项目已于2020年投资完毕；公司淮安超薄线路板投资计划已经量产，产能规划为9.3万平方米/月；淮安综保园区投资计划及硬板转型投资计划按计划推行中，项目投产后将有利于公司获取服务器及汽车电子快速发展带来的市场机遇；淮安新园区高端HDI和先进SLP类载板智能制造项目按计划建设中，项目建成后将进一步增强公司在高端HDI及SLP的综合竞争力。公司在硬板方面的投资丰富了公司产品类型并提升了公司在硬板方面的竞争实力，有利于完善公司产品结构。　　22年度规划净利润实现15%-25%增长。资本开支上，公司计划22年预计资本支出额为43亿元，主要投资项目为：总部大楼建设项目、深圳第二园区建设项目、淮安第三园区高端HDI和先进SLP类载板智能制造项目、淮安第一园区（原综保园区）硬板厂转型项目、台湾高雄FPC项目一期投资计划等。公司预计22年全年营收计划达到356.47亿元至389.78亿元；较2021年增长7%-17%；规划实现净利润38.13亿元至41.45亿元，较2021年增长15%-25%。,"新品出货量不及预期, 产能爬坡低于预期, 原材料成本上涨风险。",市场需求波动风险；原材料价格上涨导致成本压力加大；产能扩张进度不及预期；行业竞争加剧影响毛利率；政策变化带来的不确定性风险。
　　事件：　　公司发布2021年报及2022年一季报。 业绩保持稳健增长，21年营收逐季提升　　2021年，公司实现营收14.09亿，同比增长15.43%；归母净利润6.8亿，同比增18.23%；扣非归母净利润6.25亿，同比增17.72%。毛利率54.29%，同比-3.01pct。销售/管理/研发费用率为3.56%/1.48%/3.29%，同比-0.55/-2.33/+0.15pct。四季度实现营收3.94亿，同比增25.94%，季度营收逐步增长。实现归母净利润1.35亿，同比增12.72%。2022年一季度，公司实现营收3.88亿元，同比增长19.26%；归母净利润1.72亿元，同比增长6.06%；扣非归母净利润1.65亿元，同比增长5.77%，位于业绩预告中位。　　IPTV基础业务稳步提升，OTT业务带动增长　　分业务看，IPTV业营收7.35亿，同比增长4.77%。截止2021年末，有效用户1958万户，同比增6.41%，广东固定宽带接入用户渗透率达45.77%。互联网视听业务营收5.37亿，同比增18.75%。其中，公司深化“喜粤TV”大会员体系运营，加大头部内容引入，推动会员付费率和ARPU双增，广东IPTV增值业务收入3.46亿，同比增17.33%。互联网电视业务收入1.93亿，同比增21.39%。云视听系列APP全国有效用户达2.46亿，同比增17%，云视听小电视用户同比增幅接近50%。智能终端业务积极构建“内容+平台+终端”运营闭环，终端数量达到1356万台，同比增长35%。　　内容版权业务实现新突破，新媒体运营探索多元变现　　2021年，公司内容版权业务实现收入1.18亿，同比增116.6%。完成从集成播控到制作、投资、集成与分销产业链布局，构建《国乐大典》等为代表的精品内容库。同时积极探索新媒体商务运营业务，搭建了算法广告平台，与康佳集团、地产集团等客户以及短视频平台展开合作，探索多元化品牌营销模式。商务运营业务实现收入141.03万元，同比增长361%。。　　,"省外业务拓展不及预期, 合作方变动风险、运营商IPTV政策调整风险。",外部市场竞争加剧，可能影响用户增长；内容版权成本上升，压缩毛利空间；新媒体运营模式尚未成熟，变现能力存在不确定性；政策监管风险可能影响业务拓展。
　　事件：　　4月29日，中信证券发布2022年一季报，实现营业收入152.63亿元（yoy-7.2%）；实现归母净利润52.29亿元（yoy+1.24%）；加权ROE为2.26（减少0.55个百分点）。 1、投行持续增长驱动业绩，资管收入基本持平。从收入结构看，投资银行是22Q1唯一还能实现同比正增长的业务板块。中信证券22Q1投行业务净收入为18.28亿元，同比增长14.71%，得益于一级市场融资规模提升且头部券商的市占率高。资产管理存量规模较大，22Q1中信资管净收入为27.76亿元，同比微减0.43%。　　2、经纪业务受代销拖累，信用价值损失转回4.09亿。22Q1经纪业务仍然是主要收入来源之一，实现净收入31.86亿元，同比下滑9.55%。今年一季度，沪深两市日均成交额10073.65亿元，同比增长6.77%，环比下滑8.19%。但新发基金遇冷，推测经纪业务下滑主要受代销金融产品业务拖累。此外，股票质押等信用减值损失计提的4.09亿元转回，也贡献了一部分利润。　　3、市场震荡致自营下滑，表现仍优于同行。一季度受市场震荡下行影响，自营投资业务是业绩拖累项。22Q1中信自营收入为33.51亿元，同比下降13.51%，仍然是第一收入来源。从财务角度上看，投资收益减少28.23%，而公允价值变动收益3.53亿，并未出现亏损。,市场疲软、交投活跃度下降或单边下跌；重大监管政策收紧；新冠疫情恶化致经济增长远远不达预期。,市场波动加大导致自营投资收益下降；经纪业务受代销金融产品拖累，收入下滑风险；资产管理业务增长乏力，面临竞争压力；整体市场环境不确定性增加，可能影响投行业务的持续增长。
